iter	MultiClass
716	1.364904335
717	1.364890276
718	1.364868681
719	1.364843755
720	1.364826933
721	1.364808772
722	1.364763671
723	1.364743746
724	1.364729743
725	1.364706654
726	1.364684736
727	1.364656857
728	1.36463511
729	1.364614768
730	1.364588468
731	1.364566838
732	1.364547064
733	1.364522861
734	1.364494228
735	1.36447456
736	1.364448183
737	1.364415453
738	1.364399587
739	1.364376777
740	1.364344802
741	1.36432634
742	1.364289385
743	1.364278866
744	1.364265153
745	1.364238907
746	1.36420882
747	1.364183865
748	1.364153438
749	1.364135205
750	1.364114947
751	1.364089367
752	1.364060329
753	1.364037014
754	1.364008255
755	1.363979151
756	1.363958346
757	1.36392364
758	1.363901759
759	1.363884404
760	1.363862025
761	1.363844086
762	1.363826526
763	1.363811085
764	1.363792637
765	1.363768802
766	1.363749709
767	1.363720775
768	1.363694423
769	1.363679278
770	1.363663198
771	1.363648236
772	1.363626758
773	1.363613414
774	1.363591435
775	1.363572201
776	1.363555886
777	1.363538473
778	1.3635192
779	1.363503192
780	1.363485685
781	1.363469547
782	1.363462026
783	1.363445923
784	1.363427937
785	1.363406845
786	1.363386995
787	1.363367851
788	1.363351226
789	1.363331758
790	1.363315123
791	1.36329429
792	1.363274386
793	1.363256848
794	1.363236867
795	1.363220411
796	1.363209428
797	1.363186071
798	1.363167752
799	1.363154019
800	1.363137996
801	1.363125065
802	1.363104826
803	1.363089403
804	1.363075494
805	1.363065919
806	1.363041732
807	1.363013674
808	1.362990758
809	1.362973844
810	1.36296025
811	1.362947248
812	1.362925766
813	1.36290524
814	1.362877272
815	1.362853867
816	1.362837566
817	1.362810456
818	1.362795188
819	1.362779703
820	1.362760535
821	1.36274623
822	1.3627261
823	1.362694585
824	1.362671663
825	1.362657013
826	1.362632749
827	1.362618863
828	1.362598457
829	1.362572933
830	1.36255843
831	1.362540146
832	1.362520031
833	1.362492301
834	1.362478742
835	1.362458841
836	1.362443747
837	1.362421899
838	1.362408371
839	1.362397182
840	1.362376521
841	1.362331786
842	1.362292715
843	1.362274408
844	1.36225751
845	1.362245192
846	1.362231991
847	1.36221085
848	1.362187074
849	1.362165405
850	1.362154744
851	1.362128127
852	1.362108287
853	1.362089502
854	1.362074883
855	1.362060607
856	1.362046601
857	1.362026328
858	1.362002493
859	1.361977736
860	1.361959888
861	1.361939396
862	1.36192978
863	1.361911626
864	1.361897649
865	1.361882804
866	1.361854698
867	1.36183537
868	1.361810102
869	1.361793694
870	1.361773264
871	1.361758851
872	1.361746181
873	1.361731617
874	1.361715699
875	1.361704168
876	1.361684382
877	1.361659463
878	1.361645653
879	1.361633559
880	1.361618231
881	1.361595695
882	1.361578045
883	1.361567785
884	1.361550484
885	1.361526476
886	1.361499649
887	1.361482827
888	1.361459781
889	1.361430198
890	1.361421159
891	1.36140356
892	1.361382482
893	1.361346445
894	1.361328074
895	1.361313215
896	1.361284659
897	1.36127193
898	1.361243077
899	1.361226395
900	1.36121659
901	1.361197813
902	1.361180655
903	1.361164674
904	1.361139985
905	1.3611265
906	1.361101227
907	1.361085826
908	1.361070789
909	1.361057011
910	1.361034954
911	1.361012113
912	1.360983404
913	1.360964559
914	1.360955657
915	1.360939937
916	1.360927491
917	1.360906237
918	1.360895967
919	1.360877997
920	1.360863257
921	1.360851029
922	1.360842259
923	1.360835445
924	1.360816328
925	1.360796748
926	1.360778858
927	1.360764586
928	1.360758475
929	1.360737683
930	1.360728632
931	1.360718345
932	1.36070652
933	1.360687365
934	1.360672959
935	1.360659283
936	1.360641997
937	1.360627438
938	1.360618894
939	1.360606427
940	1.360587545
941	1.360575687
942	1.360556118
943	1.360537558
944	1.360523895
945	1.360510327
946	1.360493865
947	1.360475588
948	1.360465035
949	1.360446745
950	1.360429734
951	1.360414177
952	1.360389757
953	1.360372954
954	1.360353794
955	1.36034075
956	1.360318798
957	1.360304061
958	1.360284669
959	1.360269965
960	1.360256367
961	1.360243834
962	1.360226438
963	1.360215993
964	1.360188813
965	1.360172109
966	1.3601519
967	1.360132773
968	1.360115433
969	1.360095222
970	1.360078744
971	1.360063224
972	1.360055168
973	1.360042783
974	1.360029979
975	1.360012943
976	1.360001717
977	1.359980639
978	1.359972852
979	1.359959755
980	1.359939821
981	1.359921753
982	1.359910088
983	1.359902727
984	1.359894885
985	1.359890687
986	1.359879594
987	1.359859247
988	1.359844291
989	1.359824694
990	1.359790046
991	1.359779418
992	1.359755433
993	1.359737217
994	1.35972101
995	1.359704818
996	1.359691022
997	1.359679391
998	1.35966055
999	1.359646844
