iter	Passed	Remaining
569	17863	13475
570	17895	13444
571	17929	13415
572	17960	13384
573	17987	13349
574	18018	13318
575	18049	13286
576	18078	13253
577	18107	13220
578	18134	13185
579	18161	13151
580	18193	13120
581	18224	13089
582	18253	13056
583	18282	13023
584	18308	12988
585	18336	12954
586	18361	12918
587	18391	12886
588	18421	12854
589	18452	12823
590	18484	12791
591	18513	12759
592	18545	12728
593	18578	12698
594	18609	12666
595	18640	12635
596	18669	12602
597	18700	12571
598	18732	12540
599	18797	12531
600	18842	12509
601	18876	12479
602	18910	12450
603	18940	12417
604	18971	12386
605	19000	12353
606	19035	12324
607	19066	12292
608	19100	12263
609	19136	12234
610	19173	12207
611	19205	12176
612	19236	12144
613	19267	12112
614	19294	12078
615	19319	12043
616	19350	12011
617	19381	11980
618	19410	11947
619	19440	11915
620	19470	11882
621	19497	11848
622	19523	11814
623	19555	11783
624	19587	11752
625	19621	11722
626	19650	11690
627	19683	11659
628	19714	11627
629	19744	11595
630	19777	11565
631	19810	11535
632	19843	11504
633	19875	11473
634	19904	11441
635	19938	11411
636	19971	11380
637	20007	11352
638	20035	11319
639	20067	11287
640	20092	11252
641	20124	11222
642	20156	11191
643	20188	11160
644	20215	11126
645	20243	11093
646	20270	11059
647	20301	11027
648	20331	10996
649	20365	10966
650	20397	10935
651	20430	10904
652	20458	10871
653	20489	10839
654	20521	10808
655	20550	10776
656	20578	10743
657	20607	10710
658	20634	10677
659	20663	10644
660	20696	10614
661	20726	10582
662	20754	10549
663	20787	10518
664	20818	10487
665	20852	10457
666	20888	10428
667	20919	10397
668	20951	10366
669	20987	10336
670	21025	10308
671	21061	10279
672	21092	10248
673	21123	10217
674	21155	10185
675	21184	10153
676	21212	10120
677	21240	10087
678	21273	10057
679	21306	10026
680	21341	9996
681	21373	9965
682	21405	9934
683	21435	9903
684	21470	9873
685	21501	9841
686	21531	9809
687	21560	9777
688	21588	9744
689	21616	9711
690	21647	9680
691	21676	9647
692	21708	9616
693	21737	9584
694	21765	9551
695	21792	9518
696	21820	9485
697	21854	9455
698	21886	9424
699	21917	9393
700	21948	9361
701	21976	9328
702	22003	9295
703	22035	9264
704	22067	9233
705	22099	9202
706	22135	9173
707	22166	9141
708	22199	9111
709	22232	9081
710	22266	9050
711	22298	9019
712	22331	8988
713	22365	8958
714	22399	8928
715	22431	8897
716	22463	8866
717	22498	8836
718	22525	8803
719	22553	8770
720	22579	8737
721	22614	8707
722	22647	8676
723	22676	8644
724	22704	8612
725	22732	8579
726	22760	8546
727	22790	8515
728	22821	8483
729	22852	8452
730	22884	8421
731	22912	8388
732	22939	8355
733	22966	8323
734	22999	8292
735	23031	8261
736	23062	8229
737	23090	8197
738	23117	8164
739	23145	8132
740	23178	8101
741	23211	8070
742	23243	8039
743	23274	8008
744	23301	7975
745	23330	7943
746	23359	7911
747	23389	7879
748	23422	7849
749	23453	7817
750	23486	7787
751	23514	7754
752	23542	7722
753	23569	7689
754	23600	7658
755	23632	7627
756	23661	7595
757	23691	7563
758	23720	7531
759	23746	7498
760	23778	7467
761	23812	7437
762	23844	7406
763	23875	7375
764	23911	7345
765	23949	7316
766	23983	7285
767	24018	7255
768	24051	7224
769	24086	7194
770	24121	7164
771	24157	7134
772	24185	7102
773	24220	7072
774	24258	7042
775	24288	7011
776	24316	6978
777	24344	6946
778	24374	6914
779	24409	6884
780	24441	6853
781	24472	6822
782	24499	6789
783	24528	6757
784	24557	6725
785	24589	6694
786	24620	6663
787	24651	6631
788	24679	6599
789	24708	6568
790	24735	6535
791	24767	6504
792	24800	6473
793	24830	6442
794	24860	6410
795	24888	6378
796	24915	6346
797	24943	6313
798	24975	6282
799	25004	6251
800	25035	6219
801	25106	6198
802	25134	6166
803	25167	6135
804	25196	6103
805	25225	6071
806	25254	6039
807	25289	6009
808	25319	5977
809	25352	5946
810	25385	5915
811	25416	5884
812	25443	5852
813	25471	5820
814	25500	5788
815	25533	5757
816	25566	5726
817	25598	5695
818	25630	5664
819	25663	5633
820	25697	5602
821	25728	5571
822	25760	5540
823	25790	5508
824	25822	5477
825	25854	5446
826	25885	5415
827	25911	5382
828	25944	5351
829	25976	5320
830	26006	5288
831	26040	5258
832	26071	5226
833	26100	5195
834	26132	5163
835	26162	5132
836	26192	5100
837	26223	5069
838	26251	5037
839	26278	5005
840	26309	4974
841	26347	4943
842	26381	4913
843	26411	4881
844	26440	4849
845	26466	4817
846	26497	4786
847	26530	4755
848	26563	4724
849	26592	4692
850	26617	4660
851	26643	4628
852	26677	4597
853	26707	4565
854	26737	4534
855	26764	4502
856	26791	4470
857	26822	4439
858	26854	4408
859	26889	4377
860	26919	4345
861	26953	4315
862	26986	4284
863	27019	4253
864	27050	4221
865	27080	4190
866	27112	4159
867	27145	4128
868	27180	4097
869	27211	4066
870	27241	4034
871	27275	4003
872	27304	3972
873	27338	3941
874	27371	3910
875	27401	3878
876	27434	3847
877	27470	3817
878	27500	3785
879	27530	3754
880	27561	3722
881	27591	3691
882	27619	3659
883	27648	3628
884	27677	3596
885	27708	3565
886	27739	3533
887	27766	3502
888	27794	3470
889	27822	3438
890	27854	3407
891	27883	3376
892	27914	3344
893	27945	3313
894	27971	3281
895	27999	3249
896	28033	3219
897	28062	3187
898	28093	3156
899	28123	3124
900	28153	3093
901	28181	3061
902	28215	3030
903	28244	2999
904	28276	2968
905	28308	2937
906	28338	2905
907	28365	2874
908	28396	2842
909	28425	2811
910	28461	2780
911	28493	2749
912	28523	2718
913	28552	2686
914	28583	2655
915	28614	2624
916	28644	2592
917	28673	2561
918	28700	2529
919	28728	2498
920	28756	2466
921	28786	2435
922	28816	2403
923	28850	2372
924	28888	2342
925	28930	2311
926	28959	2280
927	28992	2249
928	29022	2218
929	29055	2187
930	29087	2155
931	29116	2124
932	29146	2093
933	29177	2061
934	29206	2030
935	29238	1999
936	29268	1967
937	29299	1936
938	29324	1904
939	29356	1873
940	29388	1842
941	29418	1811
942	29451	1780
943	29482	1748
944	29514	1717
945	29547	1686
946	29577	1655
947	29608	1624
948	29639	1592
949	29673	1561
950	29703	1530
951	29738	1499
952	29771	1468
953	29802	1437
954	29834	1405
955	29864	1374
956	29892	1343
957	29923	1311
958	29953	1280
959	29984	1249
960	30016	1218
961	30049	1186
962	30077	1155
963	30109	1124
964	30139	1093
965	30172	1061
966	30201	1030
967	30227	999
968	30256	967
969	30288	936
970	30320	905
971	30350	874
972	30381	843
973	30410	811
974	30439	780
975	30467	749
976	30499	718
977	30532	686
978	30565	655
979	30601	624
980	30639	593
981	30673	562
982	30704	531
983	30736	499
984	30769	468
985	30803	437
986	30837	406
987	30871	374
988	30900	343
989	30934	312
990	30967	281
991	30997	249
992	31025	218
993	31055	187
994	31081	156
995	31113	124
996	31144	93
997	31175	62
998	31207	31
999	31235	0
