Country,League,Season,Date,Homeoraway,Team,HTTeamGoals,TeamGoals,TeamShots,TeamShotsOnTarget,TeamFouls,TeamCorners,TeamYellow,TeamRed,Opponent,HTOpponentGoals,OpponentGoals,OpponentShots,OpponentShotOnTarget,OpponentFouls,OpponentCorners,OpponentYellow,OpponentRed,FavouriteResult,HTResult,Result,TotalGoals,TeamOdds,DrawOdds,OpponentOdds,OddsOver2.5Goals,OddsUnder2.5Goals,FavouriteOU2.5,ResultBetWin,ResultBetDraw,ResultBetLose,ResultBetOver2.5,ResultBetUnder2.5
SPAIN,LALIGA,15/16,01/03/16,Away,Sociedad,0,0,7,1,10,1,2,0,Ath Madrid,1,3,12,5,19,8,1,0,NotFavourite,Lose,Lose,3,9,4.33,1.4,2.22,1.65,FavUnder,-1,-1,0.4,1.22,-1
SPAIN,LALIGA,15/16,02/03/16,Away,Eibar,0,0,11,6,13,6,2,1,Sevilla,1,1,14,4,12,12,1,0,NotFavourite,Lose,Lose,1,8,4.75,1.4,1.59,2.32,FavOver,-1,-1,0.4,-1,1.32
SPAIN,LALIGA,15/16,02/04/16,Away,Betis,0,1,8,5,12,5,3,0,Ath Madrid,2,5,19,12,14,5,1,0,NotFavourite,Lose,Lose,6,10,4.33,1.4,1.95,1.84,FavUnder,-1,-1,0.4,0.95,-1
SPAIN,LALIGA,15/16,12/12/15,Away,Sp Gijon,0,0,4,1,10,1,2,1,Sevilla,0,2,18,7,13,3,3,0,NotFavourite,Draw,Lose,2,8.5,5,1.36,1.5,2.54,FavOver,-1,-1,0.36,-1,1.54
SPAIN,LALIGA,15/16,06/02/16,Away,Eibar,0,1,6,2,18,2,3,0,Ath Madrid,0,3,13,4,15,5,2,0,NotFavourite,Draw,Lose,4,9.5,4.5,1.36,1.96,1.82,FavUnder,-1,-1,0.36,0.96,-1
SPAIN,LALIGA,15/16,12/09/15,Home,Espanol,0,0,14,3,19,5,2,0,Real Madrid,4,6,15,8,10,6,2,0,NotFavourite,Lose,Lose,6,10,5,1.33,1.49,2.55,FavOver,-1,-1,0.33,0.49,-1
SPAIN,LALIGA,15/16,23/01/16,Home,Malaga,1,1,15,9,16,4,3,0,Barcelona,1,2,12,6,9,3,3,0,NotFavourite,Draw,Lose,3,8.5,5.5,1.33,1.55,2.42,FavOver,-1,-1,0.33,0.55,-1
SPAIN,LALIGA,15/16,13/03/16,Home,Las Palmas,0,1,15,6,10,6,4,0,Real Madrid,1,2,12,4,13,5,3,1,NotFavourite,Lose,Lose,3,9.5,5.25,1.33,1.4,2.84,FavOver,-1,-1,0.33,0.4,-1
SPAIN,LALIGA,15/16,23/04/16,Home,Vallecano,2,2,11,6,15,4,6,0,Real Madrid,1,3,16,6,9,6,1,0,NotFavourite,Win,Lose,5,8.5,5.5,1.33,1.34,3.17,FavOver,-1,-1,0.33,0.34,-1
SPAIN,LALIGA,15/16,31/01/16,Away,Levante,0,1,22,4,8,9,1,0,Sevilla,1,3,14,8,8,5,1,0,NotFavourite,Lose,Lose,4,10,5,1.33,1.75,2.06,FavOver,-1,-1,0.33,0.75,-1
SPAIN,LALIGA,15/16,14/02/16,Away,Las Palmas,0,0,11,3,11,3,3,0,Sevilla,0,2,9,5,15,8,1,0,NotFavourite,Draw,Lose,2,10,5,1.33,1.63,2.25,FavOver,-1,-1,0.33,-1,1.25
SPAIN,LALIGA,15/16,20/03/16,Away,Sevilla,0,0,8,4,9,8,2,0,Real Madrid,1,4,26,12,10,8,2,0,NotFavourite,Lose,Lose,4,8.5,5.5,1.33,1.26,3.7,FavOver,-1,-1,0.33,0.26,-1
SPAIN,LALIGA,15/16,23/04/16,Away,Malaga,0,0,7,4,14,4,3,0,Ath Madrid,0,1,14,4,6,10,3,0,NotFavourite,Draw,Lose,1,11,5,1.33,2.01,1.78,FavUnder,-1,-1,0.33,-1,0.78
SPAIN,LALIGA,15/16,30/04/16,Away,Vallecano,0,0,13,3,12,7,1,0,Ath Madrid,0,1,12,6,14,5,1,0,NotFavourite,Draw,Lose,1,10,5,1.33,1.58,2.33,FavOver,-1,-1,0.33,-1,1.33
SPAIN,LALIGA,15/16,14/05/16,Away,Sevilla,0,1,8,4,11,6,2,2,Ath Bilbao,2,3,13,6,13,7,1,1,NotFavourite,Lose,Lose,4,8,5.75,1.33,1.47,2.6,FavOver,-1,-1,0.33,0.47,-1
SPAIN,LALIGA,15/16,15/05/16,Away,Levante,0,1,8,2,8,3,3,0,Vallecano,2,3,21,9,12,9,1,0,NotFavourite,Lose,Lose,4,9,5.25,1.33,1.41,2.79,FavOver,-1,-1,0.33,0.41,-1
SPAIN,LALIGA,15/16,08/11/15,Away,Villarreal,0,0,5,2,19,2,3,0,Barcelona,0,3,20,9,12,7,5,0,NotFavourite,Draw,Lose,3,10,5.5,1.3,1.53,2.46,FavOver,-1,-1,0.3,0.53,-1
SPAIN,LALIGA,15/16,05/03/16,Away,Celta,0,1,8,3,12,5,3,0,Real Madrid,1,7,20,12,13,10,2,0,NotFavourite,Lose,Lose,8,8,6,1.3,1.29,3.51,FavOver,-1,-1,0.3,0.29,-1
SPAIN,LALIGA,15/16,31/10/15,Home,Getafe,0,0,6,0,10,3,3,0,Barcelona,1,2,14,6,3,5,0,0,NotFavourite,Lose,Lose,2,10,5.75,1.29,1.5,2.54,FavOver,-1,-1,0.29,-1,1.54
SPAIN,LALIGA,15/16,16/04/16,Home,Getafe,0,1,12,5,10,5,4,0,Real Madrid,2,5,21,11,10,6,1,0,NotFavourite,Lose,Lose,6,9.5,6,1.29,1.39,2.92,FavOver,-1,-1,0.29,0.39,-1
SPAIN,LALIGA,15/16,13/02/16,Away,Ath Bilbao,1,2,10,3,8,2,2,0,Real Madrid,3,4,19,9,6,5,1,1,NotFavourite,Lose,Lose,6,9.5,6,1.29,1.32,3.31,FavOver,-1,-1,0.29,0.32,-1
SPAIN,LALIGA,15/16,07/02/16,Home,Granada,0,1,14,2,20,3,3,0,Real Madrid,1,2,14,4,8,6,2,0,NotFavourite,Lose,Lose,3,12,6,1.25,1.38,2.93,FavOver,-1,-1,0.25,0.38,-1
SPAIN,LALIGA,15/16,06/03/16,Home,Eibar,0,0,7,0,18,6,3,0,Barcelona,2,4,9,7,10,2,2,0,NotFavourite,Lose,Lose,4,10,6.5,1.25,1.42,2.79,FavOver,-1,-1,0.25,0.42,-1
SPAIN,LALIGA,15/16,22/09/15,Away,Getafe,0,0,6,2,10,1,2,0,Ath Madrid,1,2,12,3,14,6,3,0,NotFavourite,Lose,Lose,2,15,5.5,1.25,1.95,1.85,FavUnder,-1,-1,0.25,-1,0.85
SPAIN,LALIGA,15/16,12/03/16,Away,La Coruna,0,0,6,2,8,1,1,0,Ath Madrid,1,3,15,7,12,10,1,0,NotFavourite,Lose,Lose,3,15,5.5,1.25,2.06,1.75,FavUnder,-1,-1,0.25,1.06,-1
SPAIN,LALIGA,15/16,28/11/15,Away,Espanol,0,0,5,0,26,2,4,0,Ath Madrid,1,1,21,6,16,6,0,0,NotFavourite,Lose,Lose,1,15,6,1.22,1.84,1.96,FavOver,-1,-1,0.22,-1,0.96
SPAIN,LALIGA,15/16,17/04/16,Away,Granada,0,0,11,0,14,2,5,0,Ath Madrid,1,3,8,3,16,4,3,0,NotFavourite,Lose,Lose,3,15,6,1.22,1.87,1.92,FavOver,-1,-1,0.22,0.87,-1
SPAIN,LALIGA,15/16,20/04/16,Away,Villarreal,0,0,5,2,8,1,1,0,Real Madrid,1,3,20,6,9,11,2,0,NotFavourite,Lose,Lose,3,11,7,1.22,1.22,4.1,FavOver,-1,-1,0.22,0.22,-1
SPAIN,LALIGA,15/16,03/03/16,Home,Vallecano,0,1,8,4,17,3,0,2,Barcelona,2,5,20,8,9,5,2,0,NotFavourite,Lose,Lose,6,13,7,1.2,1.22,4.12,FavOver,-1,-1,0.2,0.22,-1
SPAIN,LALIGA,15/16,20/04/16,Home,La Coruna,0,0,16,5,11,6,1,0,Barcelona,2,8,19,10,8,2,0,0,NotFavourite,Lose,Lose,8,13,7,1.2,1.33,3.22,FavOver,-1,-1,0.2,0.33,-1
SPAIN,LALIGA,15/16,22/08/15,Away,Las Palmas,0,0,8,1,16,4,0,0,Ath Madrid,1,1,14,3,11,4,2,0,NotFavourite,Lose,Lose,1,15,6.5,1.2,1.82,1.96,FavOver,-1,-1,0.2,-1,0.96
SPAIN,LALIGA,15/16,08/11/15,Away,Sp Gijon,0,0,9,2,15,1,3,0,Ath Madrid,0,1,15,3,14,5,4,0,NotFavourite,Draw,Lose,1,17,6.5,1.2,1.8,1.99,FavOver,-1,-1,0.2,-1,0.99
SPAIN,LALIGA,15/16,02/01/16,Away,Levante,0,0,9,1,14,1,4,0,Ath Madrid,0,1,16,2,12,13,0,0,NotFavourite,Draw,Lose,1,17,6.5,1.2,1.95,1.85,FavUnder,-1,-1,0.2,-1,0.85
SPAIN,LALIGA,15/16,08/05/16,Away,Valencia,0,2,17,8,11,8,4,1,Real Madrid,2,3,15,8,10,5,1,0,NotFavourite,Lose,Lose,5,11,7.5,1.2,1.22,4.03,FavOver,-1,-1,0.2,0.22,-1
SPAIN,LALIGA,15/16,07/02/16,Home,Levante,0,0,11,3,15,2,4,0,Barcelona,1,2,11,4,10,5,3,0,NotFavourite,Lose,Lose,2,15,7.5,1.18,1.41,2.79,FavOver,-1,-1,0.18,-1,1.79
SPAIN,LALIGA,15/16,20/02/16,Home,Las Palmas,1,1,16,3,10,3,1,0,Barcelona,2,2,13,8,13,6,2,0,NotFavourite,Lose,Lose,3,15,7.5,1.18,1.38,2.95,FavOver,-1,-1,0.18,0.38,-1
SPAIN,LALIGA,15/16,14/05/16,Home,La Coruna,0,0,10,2,6,4,1,0,Real Madrid,2,2,16,5,9,8,3,0,NotFavourite,Lose,Lose,2,13,8,1.18,1.24,3.83,FavOver,-1,-1,0.18,-1,2.83
SPAIN,LALIGA,15/16,09/04/16,Away,Eibar,0,0,9,2,13,7,3,0,Real Madrid,4,4,13,6,9,6,1,0,NotFavourite,Lose,Lose,4,13,7.5,1.17,1.3,3.39,FavOver,-1,-1,0.17,0.3,-1
SPAIN,LALIGA,15/16,17/02/16,Home,Sp Gijon,1,1,6,2,11,1,2,0,Barcelona,2,3,17,8,7,4,1,0,NotFavourite,Lose,Lose,4,19,8,1.14,1.29,3.46,FavOver,-1,-1,0.14,0.29,-1
SPAIN,LALIGA,15/16,17/10/15,Away,Vallecano,1,2,22,8,15,10,2,0,Barcelona,2,5,14,9,8,7,1,0,NotFavourite,Lose,Lose,7,15,9,1.14,1.25,3.83,FavOver,-1,-1,0.14,0.25,-1
SPAIN,LALIGA,15/16,17/01/16,Away,Ath Bilbao,0,0,9,3,7,2,2,1,Barcelona,2,6,20,8,6,6,2,0,NotFavourite,Lose,Lose,6,19,8,1.14,1.37,3,FavOver,-1,-1,0.14,0.37,-1
SPAIN,LALIGA,15/16,28/02/16,Away,Sevilla,1,1,11,4,10,7,2,0,Barcelona,1,2,17,8,13,6,3,0,NotFavourite,Draw,Lose,3,15,8,1.14,1.26,3.75,FavOver,-1,-1,0.14,0.26,-1
SPAIN,LALIGA,15/16,30/04/16,Home,Betis,0,0,2,1,9,2,3,1,Barcelona,0,2,11,4,11,4,3,0,NotFavourite,Draw,Lose,2,21,9,1.13,1.23,3.97,FavOver,-1,-1,0.13,-1,2.97
SPAIN,LALIGA,15/16,25/10/15,Away,Eibar,1,1,7,5,18,2,5,0,Barcelona,1,3,14,5,14,6,3,1,NotFavourite,Draw,Lose,4,19,10,1.11,1.3,3.48,FavOver,-1,-1,0.11,0.3,-1
SPAIN,LALIGA,15/16,09/01/16,Away,La Coruna,0,0,18,4,8,9,3,0,Real Madrid,2,5,23,9,9,5,0,0,NotFavourite,Lose,Lose,5,21,9,1.11,1.28,3.58,FavOver,-1,-1,0.11,0.28,-1
SPAIN,LALIGA,15/16,29/08/15,Away,Malaga,0,0,4,1,21,2,3,0,Barcelona,0,1,22,13,4,15,0,0,NotFavourite,Draw,Lose,1,26,10,1.1,1.37,3,FavOver,-1,-1,0.1,-1,2
SPAIN,LALIGA,15/16,29/08/15,Away,Betis,0,0,7,1,14,4,3,0,Real Madrid,2,5,21,11,12,11,3,0,NotFavourite,Lose,Lose,5,26,10,1.1,1.28,3.57,FavOver,-1,-1,0.1,0.28,-1
SPAIN,LALIGA,15/16,05/12/15,Away,Getafe,0,1,7,3,12,4,0,0,Real Madrid,4,4,16,8,9,3,1,0,NotFavourite,Lose,Lose,5,21,11,1.1,1.26,3.69,FavOver,-1,-1,0.1,0.26,-1
SPAIN,LALIGA,15/16,20/12/15,Away,Vallecano,2,2,9,4,12,4,2,2,Real Madrid,4,10,30,15,12,10,1,0,NotFavourite,Lose,Lose,12,21,11,1.1,1.16,5.07,FavOver,-1,-1,0.1,0.16,-1
SPAIN,LALIGA,15/16,30/12/15,Away,Sociedad,0,1,13,2,9,2,4,0,Real Madrid,1,3,23,13,12,13,1,0,NotFavourite,Lose,Lose,4,19,10,1.1,1.26,3.75,FavOver,-1,-1,0.1,0.26,-1
SPAIN,LALIGA,15/16,31/01/16,Away,Espanol,0,0,15,5,20,1,5,0,Real Madrid,4,6,18,7,20,3,1,0,NotFavourite,Lose,Lose,6,21,11,1.1,1.24,3.94,FavOver,-1,-1,0.1,0.24,-1
SPAIN,LALIGA,15/16,31/10/15,Away,Las Palmas,1,1,8,5,9,3,3,0,Real Madrid,3,3,17,11,12,6,0,0,NotFavourite,Lose,Lose,4,23,11,1.09,1.25,3.84,FavOver,-1,-1,0.09,0.25,-1
SPAIN,LALIGA,15/16,14/05/16,Home,Granada,0,0,8,2,12,5,5,0,Barcelona,2,3,12,10,10,6,2,0,NotFavourite,Lose,Lose,3,26,11,1.08,1.2,4.3,FavOver,-1,-1,0.08,0.2,-1
SPAIN,LALIGA,15/16,26/09/15,Away,Las Palmas,0,1,10,6,23,4,4,0,Barcelona,1,2,18,6,12,3,2,0,NotFavourite,Lose,Lose,3,26,11,1.08,1.25,3.81,FavOver,-1,-1,0.08,0.25,-1
SPAIN,LALIGA,15/16,17/10/15,Away,Levante,0,0,15,5,10,4,4,0,Real Madrid,2,3,20,6,8,4,1,0,NotFavourite,Lose,Lose,3,23,12,1.08,1.28,3.6,FavOver,-1,-1,0.08,0.28,-1
SPAIN,LALIGA,15/16,14/02/16,Away,Celta,1,1,10,4,16,1,4,0,Barcelona,1,6,19,11,10,1,0,0,NotFavourite,Draw,Lose,7,26,11,1.08,1.22,4.11,FavOver,-1,-1,0.08,0.22,-1
SPAIN,LALIGA,15/16,28/11/15,Away,Sociedad,0,0,10,2,14,4,5,0,Barcelona,2,4,11,6,11,6,0,0,NotFavourite,Lose,Lose,4,23,13,1.07,1.23,4.01,FavOver,-1,-1,0.07,0.23,-1
SPAIN,LALIGA,15/16,19/09/15,Away,Granada,0,0,12,3,15,1,3,0,Real Madrid,0,1,20,10,9,10,1,0,NotFavourite,Draw,Lose,1,26,15,1.06,1.2,4.34,FavOver,-1,-1,0.06,-1,3.34
SPAIN,LALIGA,15/16,20/09/15,Away,Levante,0,1,11,4,16,4,1,0,Barcelona,0,4,21,8,8,4,0,0,NotFavourite,Draw,Lose,5,29,12,1.06,1.21,4.27,FavOver,-1,-1,0.06,0.21,-1
SPAIN,LALIGA,15/16,30/12/15,Away,Betis,0,0,11,4,20,3,3,0,Barcelona,2,4,16,7,16,2,1,0,NotFavourite,Lose,Lose,4,26,13,1.06,1.2,4.4,FavOver,-1,-1,0.06,0.2,-1
SPAIN,LALIGA,15/16,12/03/16,Away,Getafe,0,0,6,1,13,3,3,0,Barcelona,4,6,16,9,7,5,0,0,NotFavourite,Lose,Lose,6,26,15,1.06,1.16,5.06,FavOver,-1,-1,0.06,0.16,-1
SPAIN,LALIGA,15/16,09/01/16,Away,Granada,0,0,8,4,19,0,4,0,Barcelona,2,4,17,8,14,7,1,0,NotFavourite,Lose,Lose,4,34,15,1.05,1.16,4.97,FavOver,-1,-1,0.05,0.16,-1
SPAIN,LALIGA,15/16,17/01/16,Away,Sp Gijon,0,1,9,2,15,4,1,0,Real Madrid,5,5,17,10,10,4,1,0,NotFavourite,Lose,Lose,6,26,17,1.05,1.17,4.75,FavOver,-1,-1,0.05,0.17,-1
SPAIN,LALIGA,15/16,23/04/16,Away,Sp Gijon,0,0,5,3,11,1,2,1,Barcelona,1,6,24,10,11,6,0,0,NotFavourite,Lose,Lose,6,34,17,1.04,1.13,5.78,FavOver,-1,-1,0.04,0.13,-1
SPAIN,LALIGA,15/16,08/05/16,Away,Espanol,0,0,4,1,25,0,7,0,Barcelona,1,5,13,7,13,8,2,0,NotFavourite,Lose,Lose,5,41,17,1.04,1.11,6.22,FavOver,-1,-1,0.04,0.11,-1
SPAIN,LALIGA,15/16,21/08/15,Home,Malaga,0,0,25,5,19,7,3,0,Sevilla,0,0,10,2,11,2,3,1,NotFavourite,Draw,Draw,0,3.4,3.4,2.15,1.86,1.92,FavOver,-1,2.4,-1,-1,0.92
SPAIN,LALIGA,15/16,22/08/15,Home,Ath Madrid,1,1,14,3,11,4,2,0,Las Palmas,0,0,8,1,16,4,0,0,Favourite,Win,Win,1,1.2,6.5,15,1.82,1.96,FavOver,0.2,-1,-1,-1,0.96
SPAIN,LALIGA,15/16,22/08/15,Home,Espanol,1,1,4,2,19,5,2,0,Getafe,0,0,14,3,14,6,3,1,Favourite,Win,Win,1,1.91,3.4,4.33,2.37,1.56,FavUnder,0.91,-1,-1,-1,0.56
SPAIN,LALIGA,15/16,22/08/15,Home,La Coruna,0,0,15,5,16,5,3,0,Sociedad,0,0,9,2,10,4,2,0,Favourite,Draw,Draw,0,2.5,3.2,3,2.37,1.56,FavUnder,-1,2.2,-1,-1,0.56
SPAIN,LALIGA,15/16,22/08/15,Home,Vallecano,0,0,8,3,19,3,3,0,Valencia,0,0,10,4,11,3,1,0,NotFavourite,Draw,Draw,0,3.6,3.5,2.05,1.75,2.04,FavOver,-1,2.5,-1,-1,1.04
SPAIN,LALIGA,15/16,23/08/15,Home,Betis,0,1,22,6,11,7,3,0,Villarreal,1,1,8,4,26,5,1,1,NotFavourite,Lose,Draw,2,2.8,3.25,2.6,2.12,1.7,FavUnder,-1,2.25,-1,-1,0.7
SPAIN,LALIGA,15/16,23/08/15,Home,Sp Gijon,0,0,6,0,20,2,4,0,Real Madrid,0,0,27,8,4,5,0,0,NotFavourite,Draw,Draw,0,13,6.5,1.22,1.5,2.53,FavOver,-1,5.5,-1,-1,1.53
SPAIN,LALIGA,15/16,28/08/15,Home,Villarreal,0,3,14,4,10,2,1,0,Espanol,1,1,4,2,20,3,6,0,Favourite,Lose,Win,4,1.57,3.8,6.5,2.11,1.71,FavUnder,0.57,-1,-1,1.11,-1
SPAIN,LALIGA,15/16,29/08/15,Home,Barcelona,0,1,22,13,4,15,0,0,Malaga,0,0,4,1,21,2,3,0,Favourite,Draw,Win,1,1.1,10,26,1.37,3,FavOver,0.1,-1,-1,-1,2
SPAIN,LALIGA,15/16,29/08/15,Home,Celta,1,3,11,7,7,5,2,0,Vallecano,0,0,3,0,11,4,2,1,Favourite,Win,Win,3,1.53,4.33,6,1.68,2.15,FavOver,0.53,-1,-1,0.68,-1
SPAIN,LALIGA,15/16,29/08/15,Home,Real Madrid,2,5,21,11,12,11,3,0,Betis,0,0,7,1,14,4,3,0,Favourite,Win,Win,5,1.1,10,26,1.28,3.57,FavOver,0.1,-1,-1,0.28,-1
SPAIN,LALIGA,15/16,29/08/15,Home,Sociedad,0,0,12,1,10,6,4,0,Sp Gijon,0,0,7,2,15,4,5,0,Favourite,Draw,Draw,0,1.85,3.5,4.5,2.3,1.59,FavUnder,-1,2.5,-1,-1,0.59
SPAIN,LALIGA,15/16,30/08/15,Home,Eibar,1,2,9,8,14,11,2,0,Ath Bilbao,0,0,9,1,13,4,2,0,NotFavourite,Win,Win,2,4,3.1,2.1,2.59,1.47,FavUnder,3,-1,-1,-1,0.47
SPAIN,LALIGA,15/16,30/08/15,Home,Las Palmas,0,0,16,2,14,3,2,0,Levante,0,0,3,2,21,0,4,0,Favourite,Draw,Draw,0,1.91,3.3,4.5,2.42,1.53,FavUnder,-1,2.3,-1,-1,0.53
SPAIN,LALIGA,15/16,30/08/15,Home,Valencia,1,1,12,5,13,5,2,1,La Coruna,1,1,12,3,15,7,1,0,Favourite,Draw,Draw,2,1.44,4.33,8,1.81,1.97,FavOver,-1,3.33,-1,-1,0.97
SPAIN,LALIGA,15/16,11/09/15,Home,Levante,0,1,14,4,12,5,3,0,Sevilla,1,1,8,3,8,4,3,0,NotFavourite,Lose,Draw,2,4.75,3.75,1.75,2.06,1.75,FavUnder,-1,2.75,-1,-1,0.75
SPAIN,LALIGA,15/16,12/09/15,Home,Betis,1,1,9,2,12,2,4,1,Sociedad,0,0,15,3,9,4,3,0,Favourite,Win,Win,1,2.3,3.3,3.2,2.14,1.7,FavUnder,1.3,-1,-1,-1,0.7
SPAIN,LALIGA,15/16,13/09/15,Home,Ath Bilbao,2,3,14,6,12,12,1,0,Getafe,0,1,11,3,15,5,4,0,Favourite,Win,Win,4,1.57,3.75,7,2.11,1.71,FavUnder,0.57,-1,-1,1.11,-1
SPAIN,LALIGA,15/16,13/09/15,Home,Celta,2,3,26,12,19,7,0,0,Las Palmas,1,3,9,5,14,2,3,1,Favourite,Win,Draw,6,1.5,4.2,7,1.83,1.97,FavOver,-1,3.2,-1,0.83,-1
SPAIN,LALIGA,15/16,13/09/15,Home,Malaga,0,0,10,4,11,7,2,0,Eibar,0,0,7,0,13,3,4,0,Favourite,Draw,Draw,0,1.75,3.5,5.25,2.24,1.63,FavUnder,-1,2.5,-1,-1,0.63
SPAIN,LALIGA,15/16,18/09/15,Home,Getafe,1,1,10,4,18,4,5,0,Malaga,0,0,13,3,11,7,2,0,Favourite,Win,Win,1,2.6,3.1,2.9,2.54,1.5,FavUnder,1.6,-1,-1,-1,0.5
SPAIN,LALIGA,15/16,19/09/15,Home,Real Madrid,0,1,20,10,9,10,1,0,Granada,0,0,12,3,15,1,3,0,Favourite,Draw,Win,1,1.06,15,26,1.2,4.34,FavOver,0.06,-1,-1,-1,3.34
SPAIN,LALIGA,15/16,19/09/15,Home,Valencia,0,0,22,5,17,7,4,0,Betis,0,0,3,1,15,1,2,1,Favourite,Draw,Draw,0,1.5,4.33,6.5,1.72,2.1,FavOver,-1,3.33,-1,-1,1.1
SPAIN,LALIGA,15/16,20/09/15,Home,Barcelona,0,4,21,8,8,4,0,0,Levante,0,1,11,4,16,4,1,0,Favourite,Draw,Win,5,1.06,12,29,1.21,4.27,FavOver,0.06,-1,-1,0.21,-1
SPAIN,LALIGA,15/16,20/09/15,Home,Villarreal,1,3,14,7,17,9,4,0,Ath Bilbao,0,1,11,2,6,4,4,0,Favourite,Win,Win,4,2,3.5,3.75,2.22,1.65,FavUnder,1,-1,-1,1.22,-1
SPAIN,LALIGA,15/16,22/09/15,Home,Ath Madrid,1,2,12,3,14,6,3,0,Getafe,0,0,6,2,10,1,2,0,Favourite,Win,Win,2,1.25,5.5,15,1.95,1.85,FavUnder,0.25,-1,-1,-1,0.85
SPAIN,LALIGA,15/16,22/09/15,Home,Espanol,1,1,17,5,22,7,5,0,Valencia,0,0,10,4,14,6,7,0,NotFavourite,Win,Win,1,3.25,3.25,2.3,2.15,1.69,FavUnder,2.25,-1,-1,-1,0.69
SPAIN,LALIGA,15/16,23/09/15,Home,Celta,2,4,18,5,19,5,2,0,Barcelona,0,1,18,7,4,10,2,0,NotFavourite,Win,Win,5,6.5,4.5,1.5,1.48,2.6,FavOver,5.5,-1,-1,0.48,-1
SPAIN,LALIGA,15/16,23/09/15,Home,Las Palmas,1,2,12,4,9,5,3,0,Sevilla,0,0,17,3,13,5,4,0,NotFavourite,Win,Win,2,3.3,3.4,2.2,1.88,1.92,FavOver,2.3,-1,-1,-1,0.92
SPAIN,LALIGA,15/16,23/09/15,Home,Levante,0,2,12,2,13,4,2,0,Eibar,1,2,10,4,23,7,5,0,Favourite,Lose,Draw,4,2.38,3.1,3.25,2.67,1.46,FavUnder,-1,2.1,-1,1.67,-1
SPAIN,LALIGA,15/16,23/09/15,Home,Vallecano,1,2,18,6,14,4,2,0,Sp Gijon,0,1,5,2,17,4,1,1,Favourite,Win,Win,3,2.25,3.4,3.2,1.92,1.88,FavUnder,1.25,-1,-1,0.92,-1
SPAIN,LALIGA,15/16,25/09/15,Home,Valencia,1,1,12,5,19,11,3,0,Granada,0,0,18,3,20,3,3,0,Favourite,Win,Win,1,1.45,4.5,7.5,1.84,1.96,FavOver,0.45,-1,-1,-1,0.96
SPAIN,LALIGA,15/16,26/09/15,Home,Barcelona,1,2,18,6,12,3,2,0,Las Palmas,0,1,10,6,23,4,4,0,Favourite,Win,Win,3,1.08,11,26,1.25,3.81,FavOver,0.08,-1,-1,0.25,-1
SPAIN,LALIGA,15/16,26/09/15,Home,Eibar,1,1,10,3,25,4,5,0,Celta,0,1,9,2,16,4,4,0,NotFavourite,Win,Draw,2,3.75,3.4,2.05,2.18,1.67,FavUnder,-1,2.4,-1,-1,0.67
SPAIN,LALIGA,15/16,26/09/15,Home,Real Madrid,0,0,31,9,11,12,4,0,Malaga,0,0,12,3,10,6,4,1,Favourite,Draw,Draw,0,1.11,10,21,1.35,3.16,FavOver,-1,9,-1,-1,2.16
SPAIN,LALIGA,15/16,26/09/15,Home,Sevilla,2,3,17,8,9,6,1,0,Vallecano,0,2,18,5,18,5,2,1,Favourite,Win,Win,5,1.44,4.75,7,1.53,2.46,FavOver,0.44,-1,-1,0.53,-1
SPAIN,LALIGA,15/16,26/09/15,Home,Villarreal,1,1,5,2,11,1,2,0,Ath Madrid,0,0,9,4,15,5,2,0,NotFavourite,Win,Win,1,2.9,3.1,2.6,2.44,1.54,FavUnder,1.9,-1,-1,-1,0.54
SPAIN,LALIGA,15/16,27/09/15,Home,Getafe,0,3,15,8,11,4,2,0,Levante,0,0,10,3,10,4,3,0,Favourite,Draw,Win,3,1.95,3.3,4.2,2.46,1.53,FavUnder,0.95,-1,-1,1.46,-1
SPAIN,LALIGA,15/16,27/09/15,Home,La Coruna,2,3,14,5,11,7,4,0,Espanol,0,0,7,3,11,5,3,1,Favourite,Win,Win,3,2.1,3.3,3.75,2.22,1.65,FavUnder,1.1,-1,-1,1.22,-1
SPAIN,LALIGA,15/16,27/09/15,Home,Sociedad,0,0,14,4,15,4,3,0,Ath Bilbao,0,0,9,2,19,2,4,0,Favourite,Draw,Draw,0,2.4,3.2,3,2.25,1.63,FavUnder,-1,2.2,-1,-1,0.63
SPAIN,LALIGA,15/16,02/10/15,Home,Celta,0,0,18,7,11,9,1,0,Getafe,0,0,8,2,18,1,5,0,Favourite,Draw,Draw,0,1.44,4.5,7.5,1.78,2.02,FavOver,-1,3.5,-1,-1,1.02
SPAIN,LALIGA,15/16,03/10/15,Home,Granada,0,1,10,3,13,2,1,0,La Coruna,1,1,14,3,21,5,3,0,Favourite,Lose,Draw,2,2.6,3.2,2.8,2.38,1.57,FavUnder,-1,2.2,-1,-1,0.57
SPAIN,LALIGA,15/16,03/10/15,Home,Malaga,2,3,11,7,15,2,3,1,Sociedad,1,1,13,5,16,4,2,0,Favourite,Win,Win,4,2.38,3.1,3.3,2.41,1.54,FavUnder,1.38,-1,-1,1.41,-1
SPAIN,LALIGA,15/16,03/10/15,Home,Sevilla,0,2,12,5,16,7,5,0,Barcelona,0,1,28,9,16,9,3,0,NotFavourite,Draw,Win,3,4,3.6,1.91,1.63,2.25,FavOver,3,-1,-1,0.63,-1
