Country,League,Season,Date,Homeoraway,Team,TeamGoals,Opponent,OpponentGoals,Favourite,Result,TotalGoals,TeamOdds,DrawOdds,OpponentOdds,ResultBetWin,ResultBetDraw,ResultBetLose
GERMANY,BUND,19/20,2020/05/30,Away,Augsburg,0,Hertha,2,NotFavourite,Lose,2,3.75,3.75,1.9,-1,-1,0.9
GERMANY,BUND,19/20,2020/05/30,Away,Fortuna Dusseldorf,0,Bayern Munich,5,NotFavourite,Lose,5,19,13,1.08,-1,-1,0.08
GERMANY,BUND,19/20,2020/05/30,Home,Hertha,2,Augsburg,0,Favourite,Win,2,1.9,3.75,3.75,0.9,-1,-1
GERMANY,BUND,19/20,2020/05/30,Home,Bayern Munich,5,Fortuna Dusseldorf,0,Favourite,Win,5,1.08,13,19,0.08,-1,-1
GERMANY,BUND,19/20,2020/05/30,Away,Hoffenheim,1,Mainz,0,Favourite,Win,1,2.37,3.75,2.75,1.37,-1,-1
GERMANY,BUND,19/20,2020/05/30,Away,Werder Bremen,1,Schalke 04,0,NotFavourite,Win,1,2.8,3.4,2.5,1.8,-1,-1
GERMANY,BUND,19/20,2020/05/30,Away,Ein Frankfurt,2,Wolfsburg,1,NotFavourite,Win,3,3.75,3.75,1.95,2.75,-1,-1
GERMANY,BUND,19/20,2020/05/29,Home,Freiburg,0,Leverkusen,1,NotFavourite,Lose,1,4.75,4.2,1.66,-1,-1,0.66
GERMANY,BUND,19/20,2020/05/29,Away,Leverkusen,1,Freiburg,0,Favourite,Win,1,1.66,4.2,4.75,0.66,-1,-1
GERMANY,BUND,19/20,2020/05/27,Away,Schalke 04,1,Fortuna Dusseldorf,2,NotFavourite,Lose,3,2.7,3.4,2.6,-1,-1,1.6
GERMANY,BUND,19/20,2020/05/27,Away,FC Koln,1,Hoffenheim,3,NotFavourite,Lose,4,2.8,3.6,2.3,-1,-1,1.3
GERMANY,BUND,19/20,2020/05/27,Home,RB Leipzig,2,Hertha,2,Favourite,Draw,4,1.3,5.5,6,-1,4.5,-1
GERMANY,BUND,19/20,2020/05/27,Home,Augsburg,0,Paderborn,0,Favourite,Draw,0,1.9,3.75,3.8,-1,2.75,-1
GERMANY,BUND,19/20,2020/05/27,Home,Fortuna Dusseldorf,2,Schalke 04,1,Favourite,Win,3,2.6,3.4,2.7,1.6,-1,-1
GERMANY,BUND,19/20,2020/05/27,Home,Hoffenheim,3,FC Koln,1,Favourite,Win,4,2.3,3.6,2.8,1.3,-1,-1
GERMANY,BUND,19/20,2020/05/27,Home,Union Berlin,1,Mainz,1,Favourite,Draw,2,2.2,3.5,3.1,-1,2.5,-1
GERMANY,BUND,19/20,2020/05/27,Away,Hertha,2,RB Leipzig,2,NotFavourite,Draw,4,6,5.5,1.3,-1,4.5,-1
GERMANY,BUND,19/20,2020/05/27,Away,Paderborn,0,Augsburg,0,NotFavourite,Draw,0,3.8,3.75,1.9,-1,2.75,-1
GERMANY,BUND,19/20,2020/05/27,Away,Mainz,1,Union Berlin,1,NotFavourite,Draw,2,3.1,3.5,2.2,-1,2.5,-1
GERMANY,BUND,19/20,2020/05/26,Home,Leverkusen,1,Wolfsburg,4,Favourite,Lose,5,1.72,4.2,4.33,-1,-1,3.33
GERMANY,BUND,19/20,2020/05/26,Home,Dortmund,0,Bayern Munich,1,NotFavourite,Lose,1,3.6,4.33,1.85,-1,-1,0.85
GERMANY,BUND,19/20,2020/05/26,Home,Ein Frankfurt,3,Freiburg,3,Favourite,Draw,6,1.95,3.75,3.5,-1,2.75,-1
GERMANY,BUND,19/20,2020/05/26,Home,Werder Bremen,0,M'gladbach,0,NotFavourite,Draw,0,4.33,4,1.72,-1,3,-1
GERMANY,BUND,19/20,2020/05/26,Away,Bayern Munich,1,Dortmund,0,Favourite,Win,1,1.85,4.33,3.6,0.85,-1,-1
GERMANY,BUND,19/20,2020/05/26,Away,Freiburg,3,Ein Frankfurt,3,NotFavourite,Draw,6,3.5,3.75,1.95,-1,2.75,-1
GERMANY,BUND,19/20,2020/05/26,Away,Wolfsburg,4,Leverkusen,1,NotFavourite,Win,5,4.33,4.2,1.72,3.33,-1,-1
GERMANY,BUND,19/20,2020/05/26,Away,M'gladbach,0,Werder Bremen,0,Favourite,Draw,0,1.72,4,4.33,-1,3,-1
GERMANY,BUND,19/20,2020/05/24,Home,Schalke 04,0,Augsburg,3,Favourite,Lose,3,2,3.5,3.6,-1,-1,2.6
GERMANY,BUND,19/20,2020/05/24,Home,Mainz,0,RB Leipzig,5,NotFavourite,Lose,5,6.5,4.5,1.44,-1,-1,0.44
GERMANY,BUND,19/20,2020/05/24,Home,FC Koln,2,Fortuna Dusseldorf,2,Favourite,Draw,4,1.72,4,4.2,-1,3,-1
GERMANY,BUND,19/20,2020/05/24,Away,Augsburg,3,Schalke 04,0,NotFavourite,Win,3,3.6,3.5,2,2.6,-1,-1
GERMANY,BUND,19/20,2020/05/24,Away,RB Leipzig,5,Mainz,0,Favourite,Win,5,1.44,4.5,6.5,0.44,-1,-1
GERMANY,BUND,19/20,2020/05/24,Away,Fortuna Dusseldorf,2,FC Koln,2,NotFavourite,Draw,4,4.2,4,1.72,-1,3,-1
GERMANY,BUND,19/20,2020/05/23,Home,Freiburg,0,Werder Bremen,1,Favourite,Lose,1,2.15,3.75,3,-1,-1,2
GERMANY,BUND,19/20,2020/05/23,Home,M'gladbach,1,Leverkusen,3,Favourite,Lose,4,2.3,3.75,2.75,-1,-1,1.75
GERMANY,BUND,19/20,2020/05/23,Home,Wolfsburg,0,Dortmund,2,NotFavourite,Lose,2,4.2,4,1.72,-1,-1,0.72
GERMANY,BUND,19/20,2020/05/23,Away,Ein Frankfurt,2,Bayern Munich,5,NotFavourite,Lose,7,13,7.5,1.16,-1,-1,0.16
GERMANY,BUND,19/20,2020/05/23,Home,Paderborn,1,Hoffenheim,1,NotFavourite,Draw,2,3.1,3.8,2.1,-1,2.8,-1
GERMANY,BUND,19/20,2020/05/23,Home,Bayern Munich,5,Ein Frankfurt,2,Favourite,Win,7,1.16,7.5,13,0.16,-1,-1
GERMANY,BUND,19/20,2020/05/23,Away,Werder Bremen,1,Freiburg,0,NotFavourite,Win,1,3,3.75,2.15,2,-1,-1
GERMANY,BUND,19/20,2020/05/23,Away,Leverkusen,3,M'gladbach,1,NotFavourite,Win,4,2.75,3.75,2.3,1.75,-1,-1
GERMANY,BUND,19/20,2020/05/23,Away,Hoffenheim,1,Paderborn,1,Favourite,Draw,2,2.1,3.8,3.1,-1,2.8,-1
GERMANY,BUND,19/20,2020/05/23,Away,Dortmund,2,Wolfsburg,0,Favourite,Win,2,1.72,4,4.2,0.72,-1,-1
GERMANY,BUND,19/20,2020/05/22,Away,Union Berlin,0,Hertha,4,NotFavourite,Lose,4,3,3.4,2.3,-1,-1,1.3
GERMANY,BUND,19/20,2020/05/22,Home,Hertha,4,Union Berlin,0,Favourite,Win,4,2.3,3.4,3,1.3,-1,-1
GERMANY,BUND,19/20,2020/05/18,Home,Werder Bremen,1,Leverkusen,4,NotFavourite,Lose,5,4.75,4,1.66,-1,-1,0.66
GERMANY,BUND,19/20,2020/05/18,Away,Leverkusen,4,Werder Bremen,1,Favourite,Win,5,1.66,4,4.75,0.66,-1,-1
GERMANY,BUND,19/20,2020/05/17,Home,Union Berlin,0,Bayern Munich,2,NotFavourite,Lose,2,15,7,1.18,-1,-1,0.18
GERMANY,BUND,19/20,2020/05/17,Home,FC Koln,2,Mainz,2,Favourite,Draw,4,1.85,3.9,3.9,-1,2.9,-1
GERMANY,BUND,19/20,2020/05/17,Away,Mainz,2,FC Koln,2,NotFavourite,Draw,4,3.9,3.9,1.85,-1,2.9,-1
GERMANY,BUND,19/20,2020/05/17,Away,Bayern Munich,2,Union Berlin,0,Favourite,Win,2,1.18,7,15,0.18,-1,-1
GERMANY,BUND,19/20,2020/05/16,Home,Hoffenheim,0,Hertha,3,Favourite,Lose,3,2.1,3.6,3.2,-1,-1,2.2
GERMANY,BUND,19/20,2020/05/16,Home,Ein Frankfurt,1,M'gladbach,3,NotFavourite,Lose,4,2.9,3.6,2.25,-1,-1,1.25
GERMANY,BUND,19/20,2020/05/16,Home,Augsburg,1,Wolfsburg,2,NotFavourite,Lose,3,3.4,3.5,2.1,-1,-1,1.1
GERMANY,BUND,19/20,2020/05/16,Away,Schalke 04,0,Dortmund,4,NotFavourite,Lose,4,6,4.33,1.5,-1,-1,0.5
GERMANY,BUND,19/20,2020/05/16,Home,Dortmund,4,Schalke 04,0,Favourite,Win,4,1.5,4.33,6,0.5,-1,-1
GERMANY,BUND,19/20,2020/05/16,Home,Fortuna Dusseldorf,0,Paderborn,0,Favourite,Draw,0,2.1,3.6,3.25,-1,2.6,-1
GERMANY,BUND,19/20,2020/05/16,Home,RB Leipzig,1,Freiburg,1,Favourite,Draw,2,1.3,5.5,9,-1,4.5,-1
GERMANY,BUND,19/20,2020/05/16,Away,Wolfsburg,2,Augsburg,1,Favourite,Win,3,2.1,3.5,3.4,1.1,-1,-1
GERMANY,BUND,19/20,2020/05/16,Away,Paderborn,0,Fortuna Dusseldorf,0,NotFavourite,Draw,0,3.25,3.6,2.1,-1,2.6,-1
GERMANY,BUND,19/20,2020/05/16,Away,Hertha,3,Hoffenheim,0,NotFavourite,Win,3,3.2,3.6,2.1,2.2,-1,-1
GERMANY,BUND,19/20,2020/05/16,Away,Freiburg,1,RB Leipzig,1,NotFavourite,Draw,2,9,5.5,1.3,-1,4.5,-1
GERMANY,BUND,19/20,2020/05/16,Away,M'gladbach,3,Ein Frankfurt,1,Favourite,Win,4,2.25,3.6,2.9,1.25,-1,-1
GERMANY,BUND,19/20,2020/03/11,Away,FC Koln,1,M'gladbach,2,NotFavourite,Lose,3,4.2,4,1.72,-1,-1,0.72
GERMANY,BUND,19/20,2020/03/11,Home,M'gladbach,2,FC Koln,1,Favourite,Win,3,1.72,4,4.2,0.72,-1,-1
SPAIN,LALIGA,19/20,2020/03/10,Home,Eibar,1,Sociedad,2,NotFavourite,Lose,3,3.4,3.3,2.2,-1,-1,1.2
SPAIN,LALIGA,19/20,2020/03/10,Away,Sociedad,2,Eibar,1,Favourite,Win,3,2.2,3.3,3.4,1.2,-1,-1
ITALY,SERIAA,19/20,2020/03/09,Away,Brescia,0,Sassuolo,3,NotFavourite,Lose,3,4.5,3.75,1.75,-1,-1,0.75
ITALY,SERIAA,19/20,2020/03/09,Home,Sassuolo,3,Brescia,0,Favourite,Win,3,1.75,3.75,4.5,0.75,-1,-1
ENGLAND,PREM,19/20,2020/03/09,Away,Aston Villa,0,Leicester,4,NotFavourite,Lose,4,8,5.25,1.36,-1,-1,0.36
ENGLAND,PREM,19/20,2020/03/09,Home,Leicester,4,Aston Villa,0,Favourite,Win,4,1.36,5.25,8,0.36,-1,-1
ITALY,SERIAA,19/20,2020/03/08,Home,Milan,1,Genoa,2,Favourite,Lose,3,1.66,3.8,5.25,-1,-1,4.25
ITALY,SERIAA,19/20,2020/03/08,Home,Parma,0,Spal,1,Favourite,Lose,1,2,3.4,3.8,-1,-1,2.8
ITALY,SERIAA,19/20,2020/03/08,Away,Verona,1,Sampdoria,2,NotFavourite,Lose,3,2.8,3.2,2.6,-1,-1,1.6
ITALY,SERIAA,19/20,2020/03/08,Away,Inter,0,Juventus,2,NotFavourite,Lose,2,3.3,3.3,2.25,-1,-1,1.25
ITALY,SERIAA,19/20,2020/03/08,Home,Sampdoria,2,Verona,1,Favourite,Win,3,2.6,3.2,2.8,1.6,-1,-1
ITALY,SERIAA,19/20,2020/03/08,Home,Udinese,0,Fiorentina,0,NotFavourite,Draw,0,2.9,3.25,2.5,-1,2.25,-1
ITALY,SERIAA,19/20,2020/03/08,Home,Juventus,2,Inter,0,Favourite,Win,2,2.25,3.3,3.3,1.25,-1,-1
ITALY,SERIAA,19/20,2020/03/08,Away,Spal,1,Parma,0,NotFavourite,Win,1,3.8,3.4,2,2.8,-1,-1
ITALY,SERIAA,19/20,2020/03/08,Away,Genoa,2,Milan,1,NotFavourite,Win,3,5.25,3.8,1.66,4.25,-1,-1
ITALY,SERIAA,19/20,2020/03/08,Away,Fiorentina,0,Udinese,0,Favourite,Draw,0,2.5,3.25,2.9,-1,2.25,-1
ENGLAND,PREM,19/20,2020/03/08,Away,Man City,0,Man United,2,Favourite,Lose,2,1.6,4.33,5,-1,-1,4
ENGLAND,PREM,19/20,2020/03/08,Away,Everton,0,Chelsea,4,NotFavourite,Lose,4,4.2,3.9,1.8,-1,-1,0.8
ENGLAND,PREM,19/20,2020/03/08,Home,Chelsea,4,Everton,0,Favourite,Win,4,1.8,3.9,4.2,0.8,-1,-1
ENGLAND,PREM,19/20,2020/03/08,Home,Man United,2,Man City,0,NotFavourite,Win,2,5,4.33,1.6,4,-1,-1
SPAIN,LALIGA,19/20,2020/03/08,Home,Villarreal,1,Leganes,2,Favourite,Lose,3,1.75,3.6,5,-1,-1,4
SPAIN,LALIGA,19/20,2020/03/08,Away,Real Madrid,1,Betis,2,Favourite,Lose,3,1.72,4,4.5,-1,-1,3.5
SPAIN,LALIGA,19/20,2020/03/08,Home,Valladolid,1,Ath Bilbao,4,NotFavourite,Lose,5,3,2.8,2.75,-1,-1,1.75
SPAIN,LALIGA,19/20,2020/03/08,Away,Espanol,0,Osasuna,1,NotFavourite,Lose,1,3,3.25,2.4,-1,-1,1.4
SPAIN,LALIGA,19/20,2020/03/08,Home,Osasuna,1,Espanol,0,Favourite,Win,1,2.4,3.25,3,1.4,-1,-1
SPAIN,LALIGA,19/20,2020/03/08,Home,Levante,1,Granada,1,Favourite,Draw,2,2.05,3.4,3.75,-1,2.4,-1
SPAIN,LALIGA,19/20,2020/03/08,Home,Betis,2,Real Madrid,1,NotFavourite,Win,3,4.5,4,1.72,3.5,-1,-1
SPAIN,LALIGA,19/20,2020/03/08,Away,Ath Bilbao,4,Valladolid,1,Favourite,Win,5,2.75,2.8,3,1.75,-1,-1
SPAIN,LALIGA,19/20,2020/03/08,Away,Granada,1,Levante,1,NotFavourite,Draw,2,3.75,3.4,2.05,-1,2.4,-1
SPAIN,LALIGA,19/20,2020/03/08,Away,Leganes,2,Villarreal,1,NotFavourite,Win,3,5,3.6,1.75,4,-1,-1
GERMANY,BUND,19/20,2020/03/08,Away,Augsburg,0,Bayern Munich,2,NotFavourite,Lose,2,21,10,1.11,-1,-1,0.11
GERMANY,BUND,19/20,2020/03/08,Home,Bayern Munich,2,Augsburg,0,Favourite,Win,2,1.11,10,21,0.11,-1,-1
GERMANY,BUND,19/20,2020/03/08,Home,Mainz,1,Fortuna Dusseldorf,1,Favourite,Draw,2,1.9,3.75,3.8,-1,2.75,-1
GERMANY,BUND,19/20,2020/03/08,Away,Fortuna Dusseldorf,1,Mainz,1,NotFavourite,Draw,2,3.8,3.75,1.9,-1,2.75,-1
ENGLAND,PREM,19/20,2020/03/07,Home,Southampton,0,Newcastle,1,Favourite,Lose,1,1.61,4.1,5.25,-1,-1,4.25
ENGLAND,PREM,19/20,2020/03/07,Away,Watford,0,Crystal Palace,1,NotFavourite,Lose,1,2.9,3.2,2.55,-1,-1,1.55
ENGLAND,PREM,19/20,2020/03/07,Away,Norwich,0,Sheffield United,1,NotFavourite,Lose,1,5.75,3.75,1.65,-1,-1,0.65
ENGLAND,PREM,19/20,2020/03/07,Away,West Ham,0,Arsenal,1,NotFavourite,Lose,1,5.5,4.4,1.57,-1,-1,0.57
ENGLAND,PREM,19/20,2020/03/07,Away,Bournemouth,1,Liverpool,2,NotFavourite,Lose,3,13,6.5,1.22,-1,-1,0.22
ENGLAND,PREM,19/20,2020/03/07,Home,Liverpool,2,Bournemouth,1,Favourite,Win,3,1.22,6.5,13,0.22,-1,-1
ENGLAND,PREM,19/20,2020/03/07,Home,Arsenal,1,West Ham,0,Favourite,Win,1,1.57,4.4,5.5,0.57,-1,-1
ENGLAND,PREM,19/20,2020/03/07,Home,Crystal Palace,1,Watford,0,Favourite,Win,1,2.55,3.2,2.9,1.55,-1,-1
ENGLAND,PREM,19/20,2020/03/07,Home,Sheffield United,1,Norwich,0,Favourite,Win,1,1.65,3.75,5.75,0.65,-1,-1
ENGLAND,PREM,19/20,2020/03/07,Home,Wolves,0,Brighton,0,Favourite,Draw,0,1.61,3.9,5.75,-1,2.9,-1
ENGLAND,PREM,19/20,2020/03/07,Home,Burnley,1,Tottenham,1,NotFavourite,Draw,2,2.7,3.3,2.62,-1,2.3,-1
ENGLAND,PREM,19/20,2020/03/07,Away,Newcastle,1,Southampton,0,NotFavourite,Win,1,5.25,4.1,1.61,4.25,-1,-1
ENGLAND,PREM,19/20,2020/03/07,Away,Brighton,0,Wolves,0,NotFavourite,Draw,0,5.75,3.9,1.61,-1,2.9,-1
ENGLAND,PREM,19/20,2020/03/07,Away,Tottenham,1,Burnley,1,Favourite,Draw,2,2.62,3.3,2.7,-1,2.3,-1
SPAIN,LALIGA,19/20,2020/03/07,Home,Eibar,1,Mallorca,2,Favourite,Lose,3,1.7,3.6,5.25,-1,-1,4.25
SPAIN,LALIGA,19/20,2020/03/07,Away,Sociedad,0,Barcelona,1,NotFavourite,Lose,1,8.5,5.5,1.33,-1,-1,0.33
SPAIN,LALIGA,19/20,2020/03/07,Home,Ath Madrid,2,Sevilla,2,Favourite,Draw,4,1.9,3.4,4.33,-1,2.4,-1
SPAIN,LALIGA,19/20,2020/03/07,Home,Barcelona,1,Sociedad,0,Favourite,Win,1,1.33,5.5,8.5,0.33,-1,-1
SPAIN,LALIGA,19/20,2020/03/07,Home,Getafe,0,Celta,0,Favourite,Draw,0,1.85,3.3,4.75,-1,2.3,-1
SPAIN,LALIGA,19/20,2020/03/07,Away,Mallorca,2,Eibar,1,NotFavourite,Win,3,5.25,3.6,1.7,4.25,-1,-1
SPAIN,LALIGA,19/20,2020/03/07,Away,Sevilla,2,Ath Madrid,2,NotFavourite,Draw,4,4.33,3.4,1.9,-1,2.4,-1
SPAIN,LALIGA,19/20,2020/03/07,Away,Celta,0,Getafe,0,NotFavourite,Draw,0,4.75,3.3,1.85,-1,2.3,-1
GERMANY,BUND,19/20,2020/03/07,Away,Union Berlin,1,Freiburg,3,NotFavourite,Lose,4,3.1,3.4,2.3,-1,-1,1.3
GERMANY,BUND,19/20,2020/03/07,Home,M'gladbach,1,Dortmund,2,NotFavourite,Lose,3,3.1,3.9,2.15,-1,-1,1.15
GERMANY,BUND,19/20,2020/03/07,Away,Ein Frankfurt,0,Leverkusen,4,NotFavourite,Lose,4,5,4.2,1.65,-1,-1,0.65
GERMANY,BUND,19/20,2020/03/07,Home,Freiburg,3,Union Berlin,1,Favourite,Win,4,2.3,3.4,3.1,1.3,-1,-1
GERMANY,BUND,19/20,2020/03/07,Home,Hertha,2,Werder Bremen,2,Favourite,Draw,4,2.1,3.5,3.4,-1,2.5,-1
GERMANY,BUND,19/20,2020/03/07,Home,Leverkusen,4,Ein Frankfurt,0,Favourite,Win,4,1.65,4.2,5,0.65,-1,-1
GERMANY,BUND,19/20,2020/03/07,Home,Schalke 04,1,Hoffenheim,1,Favourite,Draw,2,2.2,3.6,3.2,-1,2.6,-1
GERMANY,BUND,19/20,2020/03/07,Home,Wolfsburg,0,RB Leipzig,0,NotFavourite,Draw,0,3.8,3.8,1.9,-1,2.8,-1
GERMANY,BUND,19/20,2020/03/07,Away,Werder Bremen,2,Hertha,2,NotFavourite,Draw,4,3.4,3.5,2.1,-1,2.5,-1
GERMANY,BUND,19/20,2020/03/07,Away,Hoffenheim,1,Schalke 04,1,NotFavourite,Draw,2,3.2,3.6,2.2,-1,2.6,-1
GERMANY,BUND,19/20,2020/03/07,Away,RB Leipzig,0,Wolfsburg,0,Favourite,Draw,0,1.9,3.8,3.8,-1,2.8,-1
GERMANY,BUND,19/20,2020/03/07,Away,Dortmund,2,M'gladbach,1,Favourite,Win,3,2.15,3.9,3.1,1.15,-1,-1
SPAIN,LALIGA,19/20,2020/03/06,Home,Alaves,1,Valencia,1,Favourite,Draw,2,2.6,3.25,2.75,-1,2.25,-1
SPAIN,LALIGA,19/20,2020/03/06,Away,Valencia,1,Alaves,1,NotFavourite,Draw,2,2.75,3.25,2.6,-1,2.25,-1
GERMANY,BUND,19/20,2020/03/06,Home,Paderborn,1,FC Koln,2,NotFavourite,Lose,3,3,4,2.1,-1,-1,1.1
GERMANY,BUND,19/20,2020/03/06,Away,FC Koln,2,Paderborn,1,Favourite,Win,3,2.1,4,3,1.1,-1,-1
ITALY,SERIAA,19/20,2020/03/01,Home,Cagliari,3,Roma,4,NotFavourite,Lose,7,3.6,3.75,2,-1,-1,1
ITALY,SERIAA,19/20,2020/03/01,Home,Lecce,2,Atalanta,7,NotFavourite,Lose,9,8,5.5,1.33,-1,-1,0.33
ITALY,SERIAA,19/20,2020/03/01,Away,Atalanta,7,Lecce,2,Favourite,Win,9,1.33,5.5,8,0.33,-1,-1
ITALY,SERIAA,19/20,2020/03/01,Away,Roma,4,Cagliari,3,Favourite,Win,7,2,3.75,3.6,1,-1,-1
ENGLAND,PREM,19/20,2020/03/01,Home,Tottenham,2,Wolves,3,Favourite,Lose,5,2.45,3.2,3,-1,-1,2
ENGLAND,PREM,19/20,2020/03/01,Home,Everton,1,Man United,1,Favourite,Draw,2,2.5,3.25,2.9,-1,2.25,-1
ENGLAND,PREM,19/20,2020/03/01,Away,Man United,1,Everton,1,NotFavourite,Draw,2,2.9,3.25,2.5,-1,2.25,-1
ENGLAND,PREM,19/20,2020/03/01,Away,Wolves,3,Tottenham,2,NotFavourite,Win,5,3,3.2,2.45,2,-1,-1
SPAIN,LALIGA,19/20,2020/03/01,Away,Villarreal,0,Ath Bilbao,1,NotFavourite,Lose,1,3.2,3.3,2.3,-1,-1,1.3
SPAIN,LALIGA,19/20,2020/03/01,Home,Mallorca,0,Getafe,1,NotFavourite,Lose,1,3.7,3,2.25,-1,-1,1.25
SPAIN,LALIGA,19/20,2020/03/01,Away,Barcelona,0,Real Madrid,2,NotFavourite,Lose,2,3.1,3.6,2.2,-1,-1,1.2
SPAIN,LALIGA,19/20,2020/03/01,Away,Osasuna,2,Sevilla,3,NotFavourite,Lose,5,8,4.33,1.45,-1,-1,0.45
SPAIN,LALIGA,19/20,2020/03/01,Home,Sevilla,3,Osasuna,2,Favourite,Win,5,1.45,4.33,8,0.45,-1,-1
SPAIN,LALIGA,19/20,2020/03/01,Home,Ath Bilbao,1,Villarreal,0,Favourite,Win,1,2.3,3.3,3.2,1.3,-1,-1
SPAIN,LALIGA,19/20,2020/03/01,Home,Espanol,1,Ath Madrid,1,NotFavourite,Draw,2,4.2,3.1,2.05,-1,2.1,-1
SPAIN,LALIGA,19/20,2020/03/01,Home,Real Madrid,2,Barcelona,0,Favourite,Win,2,2.2,3.6,3.1,1.2,-1,-1
SPAIN,LALIGA,19/20,2020/03/01,Away,Ath Madrid,1,Espanol,1,Favourite,Draw,2,2.05,3.1,4.2,-1,2.1,-1
SPAIN,LALIGA,19/20,2020/03/01,Away,Getafe,1,Mallorca,0,Favourite,Win,1,2.25,3,3.7,1.25,-1,-1
GERMANY,BUND,19/20,2020/03/01,Home,Union Berlin,2,Wolfsburg,2,Favourite,Draw,4,2.62,3.2,2.7,-1,2.2,-1
GERMANY,BUND,19/20,2020/03/01,Home,RB Leipzig,1,Leverkusen,1,Favourite,Draw,2,1.44,5,6.5,-1,4,-1
GERMANY,BUND,19/20,2020/03/01,Away,Wolfsburg,2,Union Berlin,2,NotFavourite,Draw,4,2.7,3.2,2.62,-1,2.2,-1
GERMANY,BUND,19/20,2020/03/01,Away,Leverkusen,1,RB Leipzig,1,NotFavourite,Draw,2,6.5,5,1.44,-1,4,-1
ITALY,SERIAA,19/20,2020/02/29,Away,Bologna,0,Lazio,2,NotFavourite,Lose,2,6,4.33,1.53,-1,-1,0.53
ITALY,SERIAA,19/20,2020/02/29,Away,Torino,1,Napoli,2,NotFavourite,Lose,3,7,4.6,1.44,-1,-1,0.44
ITALY,SERIAA,19/20,2020/02/29,Home,Lazio,2,Bologna,0,Favourite,Win,2,1.53,4.33,6,0.53,-1,-1
ITALY,SERIAA,19/20,2020/02/29,Home,Napoli,2,Torino,1,Favourite,Win,3,1.44,4.6,7,0.44,-1,-1
ENGLAND,PREM,19/20,2020/02/29,Away,Liverpool,0,Watford,3,Favourite,Lose,3,1.4,4.75,8,-1,-1,7
ENGLAND,PREM,19/20,2020/02/29,Home,Brighton,0,Crystal Palace,1,Favourite,Lose,1,2.05,3.25,3.9,-1,-1,2.9
ENGLAND,PREM,19/20,2020/02/29,Away,Southampton,1,West Ham,3,Favourite,Lose,4,2.5,3.6,2.65,-1,-1,1.65
ENGLAND,PREM,19/20,2020/02/29,Home,Bournemouth,2,Chelsea,2,NotFavourite,Draw,4,4.75,3.8,1.72,-1,2.8,-1
ENGLAND,PREM,19/20,2020/02/29,Home,Newcastle,0,Burnley,0,Favourite,Draw,0,2.62,3.1,2.9,-1,2.1,-1
ENGLAND,PREM,19/20,2020/02/29,Home,West Ham,3,Southampton,1,NotFavourite,Win,4,2.65,3.6,2.5,1.65,-1,-1
ENGLAND,PREM,19/20,2020/02/29,Home,Watford,3,Liverpool,0,NotFavourite,Win,3,8,4.75,1.4,7,-1,-1
ENGLAND,PREM,19/20,2020/02/29,Away,Crystal Palace,1,Brighton,0,NotFavourite,Win,1,3.9,3.25,2.05,2.9,-1,-1
ENGLAND,PREM,19/20,2020/02/29,Away,Chelsea,2,Bournemouth,2,Favourite,Draw,4,1.72,3.8,4.75,-1,2.8,-1
ENGLAND,PREM,19/20,2020/02/29,Away,Burnley,0,Newcastle,0,NotFavourite,Draw,0,2.9,3.1,2.62,-1,2.1,-1
SPAIN,LALIGA,19/20,2020/02/29,Away,Betis,1,Valencia,2,NotFavourite,Lose,3,3.4,3.4,2.15,-1,-1,1.15
SPAIN,LALIGA,19/20,2020/02/29,Away,Levante,0,Eibar,3,NotFavourite,Lose,3,3.8,3.5,2,-1,-1,1
SPAIN,LALIGA,19/20,2020/02/29,Home,Eibar,3,Levante,0,Favourite,Win,3,2,3.5,3.8,1,-1,-1
SPAIN,LALIGA,19/20,2020/02/29,Home,Valencia,2,Betis,1,Favourite,Win,3,2.15,3.4,3.4,1.15,-1,-1
SPAIN,LALIGA,19/20,2020/02/29,Home,Leganes,1,Alaves,1,Favourite,Draw,2,2,3.1,4.33,-1,2.1,-1
SPAIN,LALIGA,19/20,2020/02/29,Home,Granada,0,Celta,0,NotFavourite,Draw,0,2.8,3,2.75,-1,2,-1
SPAIN,LALIGA,19/20,2020/02/29,Away,Alaves,1,Leganes,1,NotFavourite,Draw,2,4.33,3.1,2,-1,2.1,-1
SPAIN,LALIGA,19/20,2020/02/29,Away,Celta,0,Granada,0,Favourite,Draw,0,2.75,3,2.8,-1,2,-1
GERMANY,BUND,19/20,2020/02/29,Away,Schalke 04,0,FC Koln,3,NotFavourite,Lose,3,3.1,3.6,2.2,-1,-1,1.2
GERMANY,BUND,19/20,2020/02/29,Home,Augsburg,2,M'gladbach,3,NotFavourite,Lose,5,3.4,3.8,2.05,-1,-1,1.05
GERMANY,BUND,19/20,2020/02/29,Away,Paderborn,0,Mainz,2,NotFavourite,Lose,2,4,4,1.83,-1,-1,0.83
GERMANY,BUND,19/20,2020/02/29,Home,Hoffenheim,0,Bayern Munich,6,NotFavourite,Lose,6,7,5.75,1.36,-1,-1,0.36
GERMANY,BUND,19/20,2020/02/29,Away,Freiburg,0,Dortmund,1,NotFavourite,Lose,1,13,7,1.2,-1,-1,0.2
GERMANY,BUND,19/20,2020/02/29,Home,Dortmund,1,Freiburg,0,Favourite,Win,1,1.2,7,13,0.2,-1,-1
GERMANY,BUND,19/20,2020/02/29,Home,Mainz,2,Paderborn,0,Favourite,Win,2,1.83,4,4,0.83,-1,-1
