Country,League,Season,Date,Homeoraway,Team,TeamGoals,Opponent,OpponentGoals,Favourite,Result,TotalGoals,TeamOdds,DrawOdds,OpponentOdds,ResultBetWin,ResultBetDraw,ResultBetLose
ITALY,SERIAA,16/17,2017/01/22,Home,Atalanta,1,Sampdoria,0,Favourite,Win,1,1.67,3.75,5.5,0.67,-1,-1
ITALY,SERIAA,16/17,2017/01/22,Home,Bologna,2,Torino,0,NotFavourite,Win,2,2.9,3.3,2.5,1.9,-1,-1
ITALY,SERIAA,16/17,2017/01/22,Home,Empoli,1,Udinese,0,Favourite,Win,1,2.6,3.2,2.8,1.6,-1,-1
ITALY,SERIAA,16/17,2017/01/22,Home,Genoa,2,Crotone,2,Favourite,Draw,4,1.57,4,6,-1,3,-1
ITALY,SERIAA,16/17,2017/01/22,Home,Juventus,2,Lazio,0,Favourite,Win,2,1.5,4.2,7,0.5,-1,-1
ITALY,SERIAA,16/17,2017/01/22,Home,Palermo,0,Inter,1,NotFavourite,Lose,1,6.5,4,1.55,-1,-1,0.55
ITALY,SERIAA,16/17,2017/01/22,Home,Pescara,1,Sassuolo,3,NotFavourite,Lose,4,2.9,3.3,2.5,-1,-1,1.5
ITALY,SERIAA,16/17,2017/01/22,Home,Roma,1,Cagliari,0,Favourite,Win,1,1.25,6.5,11,0.25,-1,-1
ITALY,SERIAA,16/17,2017/01/22,Away,Sampdoria,0,Atalanta,1,NotFavourite,Lose,1,5.5,3.75,1.67,-1,-1,0.67
ITALY,SERIAA,16/17,2017/01/22,Away,Torino,0,Bologna,2,Favourite,Lose,2,2.5,3.3,2.9,-1,-1,1.9
ITALY,SERIAA,16/17,2017/01/22,Away,Udinese,0,Empoli,1,NotFavourite,Lose,1,2.8,3.2,2.6,-1,-1,1.6
ITALY,SERIAA,16/17,2017/01/22,Away,Crotone,2,Genoa,2,NotFavourite,Draw,4,6,4,1.57,-1,3,-1
ITALY,SERIAA,16/17,2017/01/22,Away,Lazio,0,Juventus,2,NotFavourite,Lose,2,7,4.2,1.5,-1,-1,0.5
ITALY,SERIAA,16/17,2017/01/22,Away,Inter,1,Palermo,0,Favourite,Win,1,1.55,4,6.5,0.55,-1,-1
ITALY,SERIAA,16/17,2017/01/22,Away,Sassuolo,3,Pescara,1,Favourite,Win,4,2.5,3.3,2.9,1.5,-1,-1
ITALY,SERIAA,16/17,2017/01/22,Away,Cagliari,0,Roma,1,NotFavourite,Lose,1,11,6.5,1.25,-1,-1,0.25
SPAIN,LALIGA,16/17,2017/01/22,Home,Ath Bilbao,2,Ath Madrid,2,NotFavourite,Draw,4,4,3.2,2.05,-1,2.2,-1
SPAIN,LALIGA,16/17,2017/01/22,Home,Betis,0,Sp Gijon,0,Favourite,Draw,0,1.73,3.6,5.25,-1,2.6,-1
SPAIN,LALIGA,16/17,2017/01/22,Home,Eibar,0,Barcelona,4,NotFavourite,Lose,4,9.5,6,1.29,-1,-1,0.29
SPAIN,LALIGA,16/17,2017/01/22,Home,Osasuna,3,Sevilla,4,NotFavourite,Lose,7,6,4.33,1.53,-1,-1,0.53
SPAIN,LALIGA,16/17,2017/01/22,Home,Sociedad,1,Celta,0,Favourite,Win,1,1.95,3.6,3.8,0.95,-1,-1
SPAIN,LALIGA,16/17,2017/01/22,Away,Ath Madrid,2,Ath Bilbao,2,Favourite,Draw,4,2.05,3.2,4,-1,2.2,-1
SPAIN,LALIGA,16/17,2017/01/22,Away,Sp Gijon,0,Betis,0,NotFavourite,Draw,0,5.25,3.6,1.73,-1,2.6,-1
SPAIN,LALIGA,16/17,2017/01/22,Away,Barcelona,4,Eibar,0,Favourite,Win,4,1.29,6,9.5,0.29,-1,-1
SPAIN,LALIGA,16/17,2017/01/22,Away,Sevilla,4,Osasuna,3,Favourite,Win,7,1.53,4.33,6,0.53,-1,-1
SPAIN,LALIGA,16/17,2017/01/22,Away,Celta,0,Sociedad,1,NotFavourite,Lose,1,3.8,3.6,1.95,-1,-1,0.95
ENGLAND,PREM,16/17,2017/01/22,Home,Arsenal,2,Burnley,1,Favourite,Win,3,1.2,7.5,17,0.2,-1,-1
ENGLAND,PREM,16/17,2017/01/22,Home,Chelsea,2,Hull,0,Favourite,Win,2,1.18,8,19,0.18,-1,-1
ENGLAND,PREM,16/17,2017/01/22,Home,Southampton,3,Leicester,0,Favourite,Win,3,1.83,3.5,5.25,0.83,-1,-1
ENGLAND,PREM,16/17,2017/01/22,Away,Burnley,1,Arsenal,2,NotFavourite,Lose,3,17,7.5,1.2,-1,-1,0.2
ENGLAND,PREM,16/17,2017/01/22,Away,Hull,0,Chelsea,2,NotFavourite,Lose,2,19,8,1.18,-1,-1,0.18
ENGLAND,PREM,16/17,2017/01/22,Away,Leicester,0,Southampton,3,NotFavourite,Lose,3,5.25,3.5,1.83,-1,-1,0.83
GERMANY,BUND,16/17,2017/01/22,Home,Leverkusen,3,Hertha,1,Favourite,Win,4,1.67,3.7,5.5,0.67,-1,-1
GERMANY,BUND,16/17,2017/01/22,Home,Mainz,0,FC Koln,0,Favourite,Draw,0,2.4,3.3,3,-1,2.3,-1
GERMANY,BUND,16/17,2017/01/22,Away,Hertha,1,Leverkusen,3,NotFavourite,Lose,4,5.5,3.7,1.67,-1,-1,0.67
GERMANY,BUND,16/17,2017/01/22,Away,FC Koln,0,Mainz,0,NotFavourite,Draw,0,3,3.3,2.4,-1,2.3,-1
ITALY,SERIAA,16/17,2017/01/21,Home,Chievo,0,Fiorentina,3,NotFavourite,Lose,3,3.4,3.25,2.25,-1,-1,1.25
ITALY,SERIAA,16/17,2017/01/21,Home,Milan,1,Napoli,2,NotFavourite,Lose,3,4,3.3,2,-1,-1,1
ITALY,SERIAA,16/17,2017/01/21,Away,Fiorentina,3,Chievo,0,Favourite,Win,3,2.25,3.25,3.4,1.25,-1,-1
ITALY,SERIAA,16/17,2017/01/21,Away,Napoli,2,Milan,1,Favourite,Win,3,2,3.3,4,1,-1,-1
SPAIN,LALIGA,16/17,2017/01/21,Home,Alaves,2,Leganes,2,Favourite,Draw,4,2.2,3.1,3.6,-1,2.1,-1
SPAIN,LALIGA,16/17,2017/01/21,Home,Espanol,3,Granada,1,Favourite,Win,4,1.57,4,6,0.57,-1,-1
SPAIN,LALIGA,16/17,2017/01/21,Home,Real Madrid,2,Malaga,1,Favourite,Win,3,1.13,10,17,0.13,-1,-1
SPAIN,LALIGA,16/17,2017/01/21,Home,Villarreal,0,Valencia,2,Favourite,Lose,2,1.85,3.6,4.33,-1,-1,3.33
SPAIN,LALIGA,16/17,2017/01/21,Away,Leganes,2,Alaves,2,NotFavourite,Draw,4,3.6,3.1,2.2,-1,2.1,-1
SPAIN,LALIGA,16/17,2017/01/21,Away,Granada,1,Espanol,3,NotFavourite,Lose,4,6,4,1.57,-1,-1,0.57
SPAIN,LALIGA,16/17,2017/01/21,Away,Malaga,1,Real Madrid,2,NotFavourite,Lose,3,17,10,1.13,-1,-1,0.13
SPAIN,LALIGA,16/17,2017/01/21,Away,Valencia,2,Villarreal,0,NotFavourite,Win,2,4.33,3.6,1.85,3.33,-1,-1
ENGLAND,PREM,16/17,2017/01/21,Home,Bournemouth,2,Watford,2,Favourite,Draw,4,1.83,3.75,4.75,-1,2.75,-1
ENGLAND,PREM,16/17,2017/01/21,Home,Crystal Palace,0,Everton,1,NotFavourite,Lose,1,3.25,3.4,2.38,-1,-1,1.38
ENGLAND,PREM,16/17,2017/01/21,Home,Liverpool,2,Swansea,3,Favourite,Lose,5,1.22,7,15,-1,-1,14
ENGLAND,PREM,16/17,2017/01/21,Home,Man City,2,Tottenham,2,Favourite,Draw,4,2.15,3.5,3.6,-1,2.5,-1
ENGLAND,PREM,16/17,2017/01/21,Home,Middlesbrough,1,West Ham,3,Favourite,Lose,4,2.5,3.2,3.25,-1,-1,2.25
ENGLAND,PREM,16/17,2017/01/21,Home,Stoke,1,Man United,1,NotFavourite,Draw,2,6,4.2,1.6,-1,3.2,-1
ENGLAND,PREM,16/17,2017/01/21,Home,West Brom,2,Sunderland,0,Favourite,Win,2,1.7,3.8,5.75,0.7,-1,-1
ENGLAND,PREM,16/17,2017/01/21,Away,Watford,2,Bournemouth,2,NotFavourite,Draw,4,4.75,3.75,1.83,-1,2.75,-1
ENGLAND,PREM,16/17,2017/01/21,Away,Everton,1,Crystal Palace,0,Favourite,Win,1,2.38,3.4,3.25,1.38,-1,-1
ENGLAND,PREM,16/17,2017/01/21,Away,Swansea,3,Liverpool,2,NotFavourite,Win,5,15,7,1.22,14,-1,-1
ENGLAND,PREM,16/17,2017/01/21,Away,Tottenham,2,Man City,2,NotFavourite,Draw,4,3.6,3.5,2.15,-1,2.5,-1
ENGLAND,PREM,16/17,2017/01/21,Away,West Ham,3,Middlesbrough,1,NotFavourite,Win,4,3.25,3.2,2.5,2.25,-1,-1
ENGLAND,PREM,16/17,2017/01/21,Away,Man United,1,Stoke,1,Favourite,Draw,2,1.6,4.2,6,-1,3.2,-1
ENGLAND,PREM,16/17,2017/01/21,Away,Sunderland,0,West Brom,2,NotFavourite,Lose,2,5.75,3.8,1.7,-1,-1,0.7
GERMANY,BUND,16/17,2017/01/21,Home,Augsburg,0,Hoffenheim,2,NotFavourite,Lose,2,2.8,3.3,2.6,-1,-1,1.6
GERMANY,BUND,16/17,2017/01/21,Home,Darmstadt,0,M'gladbach,0,NotFavourite,Draw,0,4,3.6,1.91,-1,2.6,-1
GERMANY,BUND,16/17,2017/01/21,Home,RB Leipzig,3,Ein Frankfurt,0,Favourite,Win,3,1.62,3.8,6,0.62,-1,-1
GERMANY,BUND,16/17,2017/01/21,Home,Schalke 04,1,Ingolstadt,0,Favourite,Win,1,1.8,3.6,4.75,0.8,-1,-1
GERMANY,BUND,16/17,2017/01/21,Home,Werder Bremen,1,Dortmund,2,NotFavourite,Lose,3,6,4.33,1.53,-1,-1,0.53
GERMANY,BUND,16/17,2017/01/21,Home,Wolfsburg,1,Hamburg,0,Favourite,Win,1,1.85,3.6,4.33,0.85,-1,-1
GERMANY,BUND,16/17,2017/01/21,Away,Hoffenheim,2,Augsburg,0,Favourite,Win,2,2.6,3.3,2.8,1.6,-1,-1
GERMANY,BUND,16/17,2017/01/21,Away,M'gladbach,0,Darmstadt,0,Favourite,Draw,0,1.91,3.6,4,-1,2.6,-1
GERMANY,BUND,16/17,2017/01/21,Away,Ein Frankfurt,0,RB Leipzig,3,NotFavourite,Lose,3,6,3.8,1.62,-1,-1,0.62
GERMANY,BUND,16/17,2017/01/21,Away,Ingolstadt,0,Schalke 04,1,NotFavourite,Lose,1,4.75,3.6,1.8,-1,-1,0.8
GERMANY,BUND,16/17,2017/01/21,Away,Dortmund,2,Werder Bremen,1,Favourite,Win,3,1.53,4.33,6,0.53,-1,-1
GERMANY,BUND,16/17,2017/01/21,Away,Hamburg,0,Wolfsburg,1,NotFavourite,Lose,1,4.33,3.6,1.85,-1,-1,0.85
SPAIN,LALIGA,16/17,2017/01/20,Home,Las Palmas,1,La Coruna,1,Favourite,Draw,2,2.25,3.3,3.3,-1,2.3,-1
SPAIN,LALIGA,16/17,2017/01/20,Away,La Coruna,1,Las Palmas,1,NotFavourite,Draw,2,3.3,3.3,2.25,-1,2.3,-1
GERMANY,BUND,16/17,2017/01/20,Home,Freiburg,1,Bayern Munich,2,NotFavourite,Lose,3,13,6.5,1.22,-1,-1,0.22
GERMANY,BUND,16/17,2017/01/20,Away,Bayern Munich,2,Freiburg,1,Favourite,Win,3,1.22,6.5,13,0.22,-1,-1
ITALY,SERIAA,16/17,2017/01/16,Home,Torino,2,Milan,2,Favourite,Draw,4,2.38,3.3,3.1,-1,2.3,-1
ITALY,SERIAA,16/17,2017/01/16,Away,Milan,2,Torino,2,NotFavourite,Draw,4,3.1,3.3,2.38,-1,2.3,-1
SPAIN,LALIGA,16/17,2017/01/16,Home,Malaga,0,Sociedad,2,Favourite,Lose,2,2.4,3.3,3,-1,-1,2
SPAIN,LALIGA,16/17,2017/01/16,Away,Sociedad,2,Malaga,0,NotFavourite,Win,2,3,3.3,2.4,2,-1,-1
ITALY,SERIAA,16/17,2017/01/15,Home,Cagliari,4,Genoa,1,NotFavourite,Win,5,2.8,3.4,2.5,1.8,-1,-1
ITALY,SERIAA,16/17,2017/01/15,Home,Fiorentina,2,Juventus,1,NotFavourite,Win,3,4.75,3.4,1.83,3.75,-1,-1
ITALY,SERIAA,16/17,2017/01/15,Home,Lazio,2,Atalanta,1,Favourite,Win,3,2,3.4,3.9,1,-1,-1
ITALY,SERIAA,16/17,2017/01/15,Home,Napoli,3,Pescara,1,Favourite,Win,4,1.14,8,19,0.14,-1,-1
ITALY,SERIAA,16/17,2017/01/15,Home,Sampdoria,0,Empoli,0,Favourite,Draw,0,1.75,3.5,5.25,-1,2.5,-1
ITALY,SERIAA,16/17,2017/01/15,Home,Sassuolo,4,Palermo,1,Favourite,Win,5,1.73,3.6,5.25,0.73,-1,-1
ITALY,SERIAA,16/17,2017/01/15,Home,Udinese,0,Roma,1,NotFavourite,Lose,1,4.2,3.5,1.91,-1,-1,0.91
ITALY,SERIAA,16/17,2017/01/15,Away,Genoa,1,Cagliari,4,Favourite,Lose,5,2.5,3.4,2.8,-1,-1,1.8
ITALY,SERIAA,16/17,2017/01/15,Away,Juventus,1,Fiorentina,2,Favourite,Lose,3,1.83,3.4,4.75,-1,-1,3.75
ITALY,SERIAA,16/17,2017/01/15,Away,Atalanta,1,Lazio,2,NotFavourite,Lose,3,3.9,3.4,2,-1,-1,1
ITALY,SERIAA,16/17,2017/01/15,Away,Pescara,1,Napoli,3,NotFavourite,Lose,4,19,8,1.14,-1,-1,0.14
ITALY,SERIAA,16/17,2017/01/15,Away,Empoli,0,Sampdoria,0,NotFavourite,Draw,0,5.25,3.5,1.75,-1,2.5,-1
ITALY,SERIAA,16/17,2017/01/15,Away,Palermo,1,Sassuolo,4,NotFavourite,Lose,5,5.25,3.6,1.73,-1,-1,0.73
ITALY,SERIAA,16/17,2017/01/15,Away,Roma,1,Udinese,0,Favourite,Win,1,1.91,3.5,4.2,0.91,-1,-1
SPAIN,LALIGA,16/17,2017/01/15,Home,Celta,1,Alaves,0,Favourite,Win,1,1.7,3.75,5.25,0.7,-1,-1
SPAIN,LALIGA,16/17,2017/01/15,Home,Granada,1,Osasuna,1,Favourite,Draw,2,2.05,3.4,3.8,-1,2.4,-1
SPAIN,LALIGA,16/17,2017/01/15,Home,Sevilla,2,Real Madrid,1,NotFavourite,Win,3,3.6,3.8,1.95,2.6,-1,-1
SPAIN,LALIGA,16/17,2017/01/15,Home,Sp Gijon,2,Eibar,3,NotFavourite,Lose,5,2.9,3.1,2.6,-1,-1,1.6
SPAIN,LALIGA,16/17,2017/01/15,Home,Valencia,2,Espanol,1,Favourite,Win,3,1.91,3.6,4,0.91,-1,-1
SPAIN,LALIGA,16/17,2017/01/15,Away,Alaves,0,Celta,1,NotFavourite,Lose,1,5.25,3.75,1.7,-1,-1,0.7
SPAIN,LALIGA,16/17,2017/01/15,Away,Osasuna,1,Granada,1,NotFavourite,Draw,2,3.8,3.4,2.05,-1,2.4,-1
SPAIN,LALIGA,16/17,2017/01/15,Away,Real Madrid,1,Sevilla,2,Favourite,Lose,3,1.95,3.8,3.6,-1,-1,2.6
SPAIN,LALIGA,16/17,2017/01/15,Away,Eibar,3,Sp Gijon,2,Favourite,Win,5,2.6,3.1,2.9,1.6,-1,-1
SPAIN,LALIGA,16/17,2017/01/15,Away,Espanol,1,Valencia,2,NotFavourite,Lose,3,4,3.6,1.91,-1,-1,0.91
ENGLAND,PREM,16/17,2017/01/15,Home,Everton,4,Man City,0,NotFavourite,Win,4,4.5,4,1.8,3.5,-1,-1
ENGLAND,PREM,16/17,2017/01/15,Home,Man United,1,Liverpool,1,Favourite,Draw,2,2.15,3.4,3.75,-1,2.4,-1
ENGLAND,PREM,16/17,2017/01/15,Away,Man City,0,Everton,4,Favourite,Lose,4,1.8,4,4.5,-1,-1,3.5
ENGLAND,PREM,16/17,2017/01/15,Away,Liverpool,1,Man United,1,NotFavourite,Draw,2,3.75,3.4,2.15,-1,2.4,-1
ITALY,SERIAA,16/17,2017/01/14,Home,Crotone,0,Bologna,1,NotFavourite,Lose,1,3,3,2.6,-1,-1,1.6
ITALY,SERIAA,16/17,2017/01/14,Home,Inter,3,Chievo,1,Favourite,Win,4,1.44,4.33,8,0.44,-1,-1
ITALY,SERIAA,16/17,2017/01/14,Away,Bologna,1,Crotone,0,Favourite,Win,1,2.6,3,3,1.6,-1,-1
ITALY,SERIAA,16/17,2017/01/14,Away,Chievo,1,Inter,3,NotFavourite,Lose,4,8,4.33,1.44,-1,-1,0.44
SPAIN,LALIGA,16/17,2017/01/14,Home,Ath Madrid,1,Betis,0,Favourite,Win,1,1.2,6.5,17,0.2,-1,-1
SPAIN,LALIGA,16/17,2017/01/14,Home,Barcelona,5,Las Palmas,0,Favourite,Win,5,1.1,11,26,0.1,-1,-1
SPAIN,LALIGA,16/17,2017/01/14,Home,La Coruna,0,Villarreal,0,Favourite,Draw,0,2.7,3.1,2.8,-1,2.1,-1
SPAIN,LALIGA,16/17,2017/01/14,Home,Leganes,0,Ath Bilbao,0,NotFavourite,Draw,0,3.25,3.1,2.38,-1,2.1,-1
SPAIN,LALIGA,16/17,2017/01/14,Away,Betis,0,Ath Madrid,1,NotFavourite,Lose,1,17,6.5,1.2,-1,-1,0.2
SPAIN,LALIGA,16/17,2017/01/14,Away,Las Palmas,0,Barcelona,5,NotFavourite,Lose,5,26,11,1.1,-1,-1,0.1
SPAIN,LALIGA,16/17,2017/01/14,Away,Villarreal,0,La Coruna,0,NotFavourite,Draw,0,2.8,3.1,2.7,-1,2.1,-1
SPAIN,LALIGA,16/17,2017/01/14,Away,Ath Bilbao,0,Leganes,0,Favourite,Draw,0,2.38,3.1,3.25,-1,2.1,-1
ENGLAND,PREM,16/17,2017/01/14,Home,Burnley,1,Southampton,0,NotFavourite,Win,1,3.6,3.4,2.2,2.6,-1,-1
ENGLAND,PREM,16/17,2017/01/14,Home,Hull,3,Bournemouth,1,NotFavourite,Win,4,3.3,3.5,2.3,2.3,-1,-1
ENGLAND,PREM,16/17,2017/01/14,Home,Leicester,0,Chelsea,3,NotFavourite,Lose,3,6,4.1,1.62,-1,-1,0.62
ENGLAND,PREM,16/17,2017/01/14,Home,Sunderland,1,Stoke,3,NotFavourite,Lose,4,3.1,3.3,2.5,-1,-1,1.5
ENGLAND,PREM,16/17,2017/01/14,Home,Swansea,0,Arsenal,4,NotFavourite,Lose,4,7,4.75,1.5,-1,-1,0.5
ENGLAND,PREM,16/17,2017/01/14,Home,Tottenham,4,West Brom,0,Favourite,Win,4,1.33,5.5,11,0.33,-1,-1
ENGLAND,PREM,16/17,2017/01/14,Home,Watford,0,Middlesbrough,0,Favourite,Draw,0,2.5,3.2,3.2,-1,2.2,-1
ENGLAND,PREM,16/17,2017/01/14,Home,West Ham,3,Crystal Palace,0,Favourite,Win,3,2.38,3.4,3.2,1.38,-1,-1
ENGLAND,PREM,16/17,2017/01/14,Away,Southampton,0,Burnley,1,Favourite,Lose,1,2.2,3.4,3.6,-1,-1,2.6
ENGLAND,PREM,16/17,2017/01/14,Away,Bournemouth,1,Hull,3,Favourite,Lose,4,2.3,3.5,3.3,-1,-1,2.3
ENGLAND,PREM,16/17,2017/01/14,Away,Chelsea,3,Leicester,0,Favourite,Win,3,1.62,4.1,6,0.62,-1,-1
ENGLAND,PREM,16/17,2017/01/14,Away,Stoke,3,Sunderland,1,Favourite,Win,4,2.5,3.3,3.1,1.5,-1,-1
ENGLAND,PREM,16/17,2017/01/14,Away,Arsenal,4,Swansea,0,Favourite,Win,4,1.5,4.75,7,0.5,-1,-1
ENGLAND,PREM,16/17,2017/01/14,Away,West Brom,0,Tottenham,4,NotFavourite,Lose,4,11,5.5,1.33,-1,-1,0.33
ENGLAND,PREM,16/17,2017/01/14,Away,Middlesbrough,0,Watford,0,NotFavourite,Draw,0,3.2,3.2,2.5,-1,2.2,-1
ENGLAND,PREM,16/17,2017/01/14,Away,Crystal Palace,0,West Ham,3,NotFavourite,Lose,3,3.2,3.4,2.38,-1,-1,1.38
SPAIN,LALIGA,16/17,2017/01/09,Home,Osasuna,3,Valencia,3,NotFavourite,Draw,6,4,3.5,1.95,-1,2.5,-1
SPAIN,LALIGA,16/17,2017/01/09,Away,Valencia,3,Osasuna,3,Favourite,Draw,6,1.95,3.5,4,-1,2.5,-1
ITALY,SERIAA,16/17,2017/01/08,Home,Chievo,1,Atalanta,4,NotFavourite,Lose,5,2.75,3.2,2.7,-1,-1,1.7
ITALY,SERIAA,16/17,2017/01/08,Home,Genoa,0,Roma,1,NotFavourite,Lose,1,3.8,3.6,1.95,-1,-1,0.95
ITALY,SERIAA,16/17,2017/01/08,Home,Juventus,3,Bologna,0,Favourite,Win,3,1.18,7,17,0.18,-1,-1
ITALY,SERIAA,16/17,2017/01/08,Home,Lazio,1,Crotone,0,Favourite,Win,1,1.29,5.25,12,0.29,-1,-1
ITALY,SERIAA,16/17,2017/01/08,Home,Milan,1,Cagliari,0,Favourite,Win,1,1.4,4.75,8,0.4,-1,-1
ITALY,SERIAA,16/17,2017/01/08,Home,Sassuolo,0,Torino,0,NotFavourite,Draw,0,2.7,3.4,2.6,-1,2.4,-1
ITALY,SERIAA,16/17,2017/01/08,Home,Udinese,1,Inter,2,NotFavourite,Lose,3,3.75,3.5,2,-1,-1,1
ITALY,SERIAA,16/17,2017/01/08,Away,Atalanta,4,Chievo,1,Favourite,Win,5,2.7,3.2,2.75,1.7,-1,-1
ITALY,SERIAA,16/17,2017/01/08,Away,Roma,1,Genoa,0,Favourite,Win,1,1.95,3.6,3.8,0.95,-1,-1
ITALY,SERIAA,16/17,2017/01/08,Away,Bologna,0,Juventus,3,NotFavourite,Lose,3,17,7,1.18,-1,-1,0.18
ITALY,SERIAA,16/17,2017/01/08,Away,Crotone,0,Lazio,1,NotFavourite,Lose,1,12,5.25,1.29,-1,-1,0.29
ITALY,SERIAA,16/17,2017/01/08,Away,Cagliari,0,Milan,1,NotFavourite,Lose,1,8,4.75,1.4,-1,-1,0.4
ITALY,SERIAA,16/17,2017/01/08,Away,Torino,0,Sassuolo,0,Favourite,Draw,0,2.6,3.4,2.7,-1,2.4,-1
ITALY,SERIAA,16/17,2017/01/08,Away,Inter,2,Udinese,1,Favourite,Win,3,2,3.5,3.75,1,-1,-1
SPAIN,LALIGA,16/17,2017/01/08,Home,Ath Bilbao,0,Alaves,0,Favourite,Draw,0,1.53,3.8,7.5,-1,2.8,-1
SPAIN,LALIGA,16/17,2017/01/08,Home,Betis,2,Leganes,0,Favourite,Win,2,2.1,3.25,3.75,1.1,-1,-1
SPAIN,LALIGA,16/17,2017/01/08,Home,Celta,3,Malaga,1,Favourite,Win,4,1.85,3.6,4.33,0.85,-1,-1
SPAIN,LALIGA,16/17,2017/01/08,Home,Villarreal,1,Barcelona,1,NotFavourite,Draw,2,6,4.33,1.53,-1,3.33,-1
SPAIN,LALIGA,16/17,2017/01/08,Away,Alaves,0,Ath Bilbao,0,NotFavourite,Draw,0,7.5,3.8,1.53,-1,2.8,-1
SPAIN,LALIGA,16/17,2017/01/08,Away,Leganes,0,Betis,2,NotFavourite,Lose,2,3.75,3.25,2.1,-1,-1,1.1
SPAIN,LALIGA,16/17,2017/01/08,Away,Malaga,1,Celta,3,NotFavourite,Lose,4,4.33,3.6,1.85,-1,-1,0.85
SPAIN,LALIGA,16/17,2017/01/08,Away,Barcelona,1,Villarreal,1,Favourite,Draw,2,1.53,4.33,6,-1,3.33,-1
ITALY,SERIAA,16/17,2017/01/07,Home,Empoli,1,Palermo,0,Favourite,Win,1,2.05,3.3,3.8,1.05,-1,-1
ITALY,SERIAA,16/17,2017/01/07,Home,Napoli,2,Sampdoria,1,Favourite,Win,3,1.29,5.5,10,0.29,-1,-1
ITALY,SERIAA,16/17,2017/01/07,Away,Palermo,0,Empoli,1,NotFavourite,Lose,1,3.8,3.3,2.05,-1,-1,1.05
ITALY,SERIAA,16/17,2017/01/07,Away,Sampdoria,1,Napoli,2,NotFavourite,Lose,3,10,5.5,1.29,-1,-1,0.29
SPAIN,LALIGA,16/17,2017/01/07,Home,Eibar,0,Ath Madrid,2,NotFavourite,Lose,2,5.5,3.5,1.73,-1,-1,0.73
SPAIN,LALIGA,16/17,2017/01/07,Home,Las Palmas,1,Sp Gijon,0,Favourite,Win,1,1.67,3.75,5.5,0.67,-1,-1
SPAIN,LALIGA,16/17,2017/01/07,Home,Real Madrid,5,Granada,0,Favourite,Win,5,1.07,13,26,0.07,-1,-1
SPAIN,LALIGA,16/17,2017/01/07,Home,Sociedad,0,Sevilla,4,Favourite,Lose,4,2.25,3.4,3.2,-1,-1,2.2
SPAIN,LALIGA,16/17,2017/01/07,Away,Ath Madrid,2,Eibar,0,Favourite,Win,2,1.73,3.5,5.5,0.73,-1,-1
SPAIN,LALIGA,16/17,2017/01/07,Away,Sp Gijon,0,Las Palmas,1,NotFavourite,Lose,1,5.5,3.75,1.67,-1,-1,0.67
SPAIN,LALIGA,16/17,2017/01/07,Away,Granada,0,Real Madrid,5,NotFavourite,Lose,5,26,13,1.07,-1,-1,0.07
SPAIN,LALIGA,16/17,2017/01/07,Away,Sevilla,4,Sociedad,0,NotFavourite,Win,4,3.2,3.4,2.25,2.2,-1,-1
SPAIN,LALIGA,16/17,2017/01/06,Home,Espanol,1,La Coruna,1,Favourite,Draw,2,2.05,3.3,3.8,-1,2.3,-1
SPAIN,LALIGA,16/17,2017/01/06,Away,La Coruna,1,Espanol,1,NotFavourite,Draw,2,3.8,3.3,2.05,-1,2.3,-1
ENGLAND,PREM,16/17,2017/01/04,Home,Tottenham,2,Chelsea,0,NotFavourite,Win,2,2.63,3.25,2.63,1.63,-1,-1
ENGLAND,PREM,16/17,2017/01/04,Away,Chelsea,0,Tottenham,2,NotFavourite,Lose,2,2.63,3.25,2.63,-1,-1,1.63
ENGLAND,PREM,16/17,2017/01/03,Home,Bournemouth,3,Arsenal,3,NotFavourite,Draw,6,4.33,3.4,1.85,-1,2.4,-1
ENGLAND,PREM,16/17,2017/01/03,Home,Crystal Palace,1,Swansea,2,Favourite,Lose,3,1.75,3.5,4.75,-1,-1,3.75
ENGLAND,PREM,16/17,2017/01/03,Home,Stoke,2,Watford,0,Favourite,Win,2,1.8,3.5,4.5,0.8,-1,-1
ENGLAND,PREM,16/17,2017/01/03,Away,Arsenal,3,Bournemouth,3,Favourite,Draw,6,1.85,3.4,4.33,-1,2.4,-1
ENGLAND,PREM,16/17,2017/01/03,Away,Swansea,2,Crystal Palace,1,NotFavourite,Win,3,4.75,3.5,1.75,3.75,-1,-1
ENGLAND,PREM,16/17,2017/01/03,Away,Watford,0,Stoke,2,NotFavourite,Lose,2,4.5,3.5,1.8,-1,-1,0.8
ENGLAND,PREM,16/17,2017/01/02,Home,Everton,3,Southampton,0,Favourite,Win,3,2.2,3.4,3.6,1.2,-1,-1
ENGLAND,PREM,16/17,2017/01/02,Home,Man City,2,Burnley,1,Favourite,Win,3,1.17,8.5,19,0.17,-1,-1
ENGLAND,PREM,16/17,2017/01/02,Home,Middlesbrough,0,Leicester,0,Favourite,Draw,0,2.75,3.2,2.88,-1,2.2,-1
ENGLAND,PREM,16/17,2017/01/02,Home,Sunderland,2,Liverpool,2,NotFavourite,Draw,4,11,5.5,1.33,-1,4.5,-1
ENGLAND,PREM,16/17,2017/01/02,Home,West Brom,3,Hull,1,Favourite,Win,4,1.75,3.7,5.5,0.75,-1,-1
ENGLAND,PREM,16/17,2017/01/02,Home,West Ham,0,Man United,2,NotFavourite,Lose,2,6,4,1.65,-1,-1,0.65
