Country,League,Season,Date,Team,Homeoraway,TeamOdds,TeamScore,Opponent,OpponentOdds,OpponentScore,Result,Favourite,TotalScorePred,TotalScore,ResultBetWin,ResultBetLose,TotalfromPred,TeamWinPred,TeamScorePred,ScoredfromPred,OpponentWinPred,OpponentScorePred,ReceivedfromPred
USA,NBA,20/21,2021/04/16,Houston Rockets,Home,4.24,99,Denver Nuggets,1.25,128,Lose,NotFavourite,222,227,-1,0.25,5,23%,106,-7,77%,116,12
USA,NBA,20/21,2021/04/16,Utah Jazz,Home,1.19,119,Indiana Pacers,5.13,111,Win,Favourite,228,230,0.19,-1,2,78%,119,0,22%,109,2
USA,NBA,20/21,2021/04/16,Philadelphia 76ers,Home,1.55,106,Los Angeles Clippers,2.57,103,Win,Favourite,220,209,0.55,-1,-11,48%,109,-3,52%,111,-8
USA,NBA,20/21,2021/04/16,Chicago Bulls,Home,2.43,115,Memphis Grizzlies,1.6,126,Lose,NotFavourite,226,241,-1,0.6,15,46%,112,3,54%,114,12
USA,NBA,20/21,2021/04/16,Minnesota Timberwolves,Home,3.19,119,Miami Heat,1.38,111,Win,NotFavourite,217,230,2.19,-1,13,32%,105,14,68%,112,-1
USA,NBA,20/21,2021/04/16,Washington Wizards,Home,2.29,117,New Orleans Pelicans,1.67,115,Win,NotFavourite,236,232,1.29,-1,-4,42%,116,1,58%,120,-5
USA,NBA,20/21,2021/04/16,Dallas Mavericks,Home,1.38,109,New York Knicks,3.17,117,Lose,Favourite,209,226,-1,2.17,17,62%,107,2,38%,102,15
USA,NBA,20/21,2021/04/16,Detroit Pistons,Home,1.7,110,Oklahoma City Thunder,2.22,104,Win,Favourite,216,214,0.7,-1,-2,67%,111,-1,33%,105,-1
USA,NBA,20/21,2021/04/16,Toronto Raptors,Home,1.65,113,Orlando Magic,2.32,102,Win,Favourite,216,215,0.65,-1,-1,72%,112,1,28%,104,-2
USA,NBA,20/21,2021/04/16,San Antonio Spurs,Home,1.84,106,Portland Trail Blazers,2.02,107,Lose,Favourite,231,213,-1,1.02,-18,50%,116,-10,50%,115,-8
USA,NBA,20/21,2021/04/17,Cleveland Cavaliers,Away,2.27,96,Chicago Bulls,1.68,106,Lose,NotFavourite,217,202,-1,0.68,-15,29%,105,-9,71%,112,-6
USA,NBA,20/21,2021/04/17,Detroit Pistons,Away,2.59,100,Washington Wizards,1.54,121,Lose,NotFavourite,226,221,-1,0.54,-5,52%,114,-14,48%,112,9
USA,NBA,20/21,2021/04/17,Golden State Warriors,Away,2.26,114,Boston Celtics,1.68,119,Lose,NotFavourite,224,233,-1,0.68,9,35%,109,5,65%,115,4
USA,NBA,20/21,2021/04/17,Memphis Grizzlies,Away,3.98,128,Milwaukee Bucks,1.27,115,Win,NotFavourite,234,243,2.98,-1,9,35%,114,14,65%,120,-5
USA,NBA,20/21,2021/04/17,San Antonio Spurs,Away,6.51,111,Phoenix Suns,1.13,85,Win,NotFavourite,221,196,5.51,-1,-25,26%,106,5,74%,115,-30
USA,NBA,20/21,2021/04/17,Utah Jazz,Away,2.02,115,Los Angeles Lakers,1.85,127,Lose,NotFavourite,216,242,-1,0.85,26,61%,110,5,39%,106,21
USA,NBA,20/21,2021/04/17,Chicago Bulls,Home,1.68,106,Cleveland Cavaliers,2.27,96,Win,Favourite,217,202,0.68,-1,-15,71%,112,-6,29%,105,-9
USA,NBA,20/21,2021/04/17,Washington Wizards,Home,1.54,121,Detroit Pistons,2.59,100,Win,Favourite,226,221,0.54,-1,-5,48%,112,9,52%,114,-14
USA,NBA,20/21,2021/04/17,Boston Celtics,Home,1.68,119,Golden State Warriors,2.26,114,Win,Favourite,224,233,0.68,-1,9,65%,115,4,35%,109,5
USA,NBA,20/21,2021/04/17,Milwaukee Bucks,Home,1.27,115,Memphis Grizzlies,3.98,128,Lose,Favourite,234,243,-1,2.98,9,65%,120,-5,35%,114,14
USA,NBA,20/21,2021/04/17,Phoenix Suns,Home,1.13,85,San Antonio Spurs,6.51,111,Lose,Favourite,221,196,-1,5.51,-25,74%,115,-30,26%,106,5
USA,NBA,20/21,2021/04/17,Los Angeles Lakers,Home,1.85,127,Utah Jazz,2.02,115,Win,Favourite,216,242,0.85,-1,26,39%,106,21,61%,110,5
USA,NBA,20/21,2021/04/18,Brooklyn Nets,Away,1.49,107,Miami Heat,2.74,109,Lose,Favourite,224,216,-1,1.74,-8,53%,113,-6,47%,111,-2
USA,NBA,20/21,2021/04/18,Houston Rockets,Away,1.88,114,Orlando Magic,1.97,110,Win,Favourite,216,224,0.88,-1,8,45%,107,7,55%,109,1
USA,NBA,20/21,2021/04/18,Indiana Pacers,Away,2.11,117,Atlanta Hawks,1.77,129,Lose,NotFavourite,228,246,-1,0.77,18,40%,112,5,60%,116,13
USA,NBA,20/21,2021/04/18,Minnesota Timberwolves,Away,6.35,105,Los Angeles Clippers,1.14,124,Lose,NotFavourite,228,229,-1,0.14,1,14%,107,-2,86%,121,3
USA,NBA,20/21,2021/04/18,New Orleans Pelicans,Away,1.83,112,New York Knicks,2.03,122,Lose,Favourite,215,234,-1,1.03,19,44%,106,6,56%,109,13
USA,NBA,20/21,2021/04/18,Oklahoma City Thunder,Away,2.84,106,Toronto Raptors,1.46,112,Lose,NotFavourite,220,218,-1,0.46,-2,28%,106,0,72%,114,-2
USA,NBA,20/21,2021/04/18,Portland Trail Blazers,Away,1.55,101,Charlotte Hornets,2.57,109,Lose,Favourite,228,210,-1,1.57,-18,46%,113,-12,54%,115,-6
USA,NBA,20/21,2021/04/18,Sacramento Kings,Away,3.95,121,Dallas Mavericks,1.27,107,Win,NotFavourite,231,228,2.95,-1,-3,31%,112,9,69%,119,-12
USA,NBA,20/21,2021/04/18,Miami Heat,Home,2.74,109,Brooklyn Nets,1.49,107,Win,NotFavourite,224,216,1.74,-1,-8,47%,111,-2,53%,113,-6
USA,NBA,20/21,2021/04/18,Orlando Magic,Home,1.97,110,Houston Rockets,1.88,114,Lose,NotFavourite,216,224,-1,0.88,8,55%,109,1,45%,107,7
USA,NBA,20/21,2021/04/18,Atlanta Hawks,Home,1.77,129,Indiana Pacers,2.11,117,Win,Favourite,228,246,0.77,-1,18,60%,116,13,40%,112,5
USA,NBA,20/21,2021/04/18,Los Angeles Clippers,Home,1.14,124,Minnesota Timberwolves,6.35,105,Win,Favourite,228,229,0.14,-1,1,86%,121,3,14%,107,-2
USA,NBA,20/21,2021/04/18,New York Knicks,Home,2.03,122,New Orleans Pelicans,1.83,112,Win,NotFavourite,215,234,1.03,-1,19,56%,109,13,44%,106,6
USA,NBA,20/21,2021/04/18,Toronto Raptors,Home,1.46,112,Oklahoma City Thunder,2.84,106,Win,Favourite,220,218,0.46,-1,-2,72%,114,-2,28%,106,0
USA,NBA,20/21,2021/04/18,Charlotte Hornets,Home,2.57,109,Portland Trail Blazers,1.55,101,Win,NotFavourite,228,210,1.57,-1,-18,54%,115,-6,46%,113,-12
USA,NBA,20/21,2021/04/18,Dallas Mavericks,Home,1.27,107,Sacramento Kings,3.95,121,Lose,Favourite,231,228,-1,2.95,-3,69%,119,-12,31%,112,9
USA,NBA,20/21,2021/04/19,Chicago Bulls,Away,2.64,102,Boston Celtics,1.52,96,Win,NotFavourite,224,198,1.64,-1,-26,34%,109,-7,66%,115,-19
USA,NBA,20/21,2021/04/19,Cleveland Cavaliers,Away,1.64,105,Detroit Pistons,2.35,109,Lose,Favourite,208,214,-1,1.35,6,33%,101,4,67%,107,2
USA,NBA,20/21,2021/04/19,Golden State Warriors,Away,2.69,107,Philadelphia 76ers,1.5,96,Win,NotFavourite,225,203,1.69,-1,-22,31%,109,-2,69%,116,-20
USA,NBA,20/21,2021/04/19,Houston Rockets,Away,2.7,91,Miami Heat,1.5,113,Lose,NotFavourite,214,204,-1,0.5,-10,26%,103,-12,74%,111,2
USA,NBA,20/21,2021/04/19,Memphis Grizzlies,Away,3.6,137,Denver Nuggets,1.31,139,Lose,NotFavourite,227,276,-1,0.31,49,39%,111,26,61%,116,23
USA,NBA,20/21,2021/04/19,Oklahoma City Thunder,Away,6.99,107,Washington Wizards,1.12,119,Lose,NotFavourite,227,226,-1,0.12,-1,36%,111,-4,64%,116,3
USA,NBA,20/21,2021/04/19,Phoenix Suns,Away,2.24,128,Milwaukee Bucks,1.7,127,Win,NotFavourite,229,255,1.24,-1,26,45%,113,15,55%,116,11
USA,NBA,20/21,2021/04/19,San Antonio Spurs,Away,1.63,109,Indiana Pacers,2.36,94,Win,Favourite,226,203,0.63,-1,-23,47%,112,-3,53%,114,-20
USA,NBA,20/21,2021/04/19,Utah Jazz,Away,1.39,111,Los Angeles Lakers,3.18,97,Win,Favourite,218,208,0.39,-1,-10,60%,111,0,40%,107,-10
USA,NBA,20/21,2021/04/19,Boston Celtics,Home,1.52,96,Chicago Bulls,2.64,102,Lose,Favourite,224,198,-1,1.64,-26,66%,115,-19,34%,109,-7
USA,NBA,20/21,2021/04/19,Detroit Pistons,Home,2.35,109,Cleveland Cavaliers,1.64,105,Win,NotFavourite,208,214,1.35,-1,6,67%,107,2,33%,101,4
USA,NBA,20/21,2021/04/19,Philadelphia 76ers,Home,1.5,96,Golden State Warriors,2.69,107,Lose,Favourite,225,203,-1,1.69,-22,69%,116,-20,31%,109,-2
USA,NBA,20/21,2021/04/19,Miami Heat,Home,1.5,113,Houston Rockets,2.7,91,Win,Favourite,214,204,0.5,-1,-10,74%,111,2,26%,103,-12
USA,NBA,20/21,2021/04/19,Denver Nuggets,Home,1.31,139,Memphis Grizzlies,3.6,137,Win,Favourite,227,276,0.31,-1,49,61%,116,23,39%,111,26
USA,NBA,20/21,2021/04/19,Washington Wizards,Home,1.12,119,Oklahoma City Thunder,6.99,107,Win,Favourite,227,226,0.12,-1,-1,64%,116,3,36%,111,-4
USA,NBA,20/21,2021/04/19,Milwaukee Bucks,Home,1.7,127,Phoenix Suns,2.24,128,Lose,Favourite,229,255,-1,1.24,26,55%,116,11,45%,113,15
USA,NBA,20/21,2021/04/19,Indiana Pacers,Home,2.36,94,San Antonio Spurs,1.63,109,Lose,NotFavourite,226,203,-1,0.63,-23,53%,114,-20,47%,112,-3
USA,NBA,20/21,2021/04/19,Los Angeles Lakers,Home,3.18,97,Utah Jazz,1.39,111,Lose,NotFavourite,218,208,-1,0.39,-10,40%,107,-10,60%,111,0
USA,NBA,20/21,2021/04/20,Brooklyn Nets,Away,2.24,134,New Orleans Pelicans,1.69,129,Win,NotFavourite,240,263,1.24,-1,23,58%,122,12,42%,118,11
USA,NBA,20/21,2021/04/20,Charlotte Hornets,Away,2.7,97,New York Knicks,1.5,109,Lose,NotFavourite,210,206,-1,0.5,-4,41%,103,-6,59%,107,2
USA,NBA,20/21,2021/04/20,Los Angeles Clippers,Away,1.49,113,Portland Trail Blazers,2.75,112,Win,Favourite,229,225,0.49,-1,-4,68%,118,-5,32%,111,1
USA,NBA,20/21,2021/04/20,Minnesota Timberwolves,Away,2.35,134,Sacramento Kings,1.64,120,Win,NotFavourite,237,254,1.35,-1,17,37%,116,18,63%,121,-1
USA,NBA,20/21,2021/04/20,Orlando Magic,Away,6.89,96,Atlanta Hawks,1.12,112,Lose,NotFavourite,217,208,-1,0.12,-9,23%,104,-8,77%,113,-1
USA,NBA,20/21,2021/04/20,New Orleans Pelicans,Home,1.69,129,Brooklyn Nets,2.24,134,Lose,Favourite,240,263,-1,1.24,23,42%,118,11,58%,122,12
USA,NBA,20/21,2021/04/20,New York Knicks,Home,1.5,109,Charlotte Hornets,2.7,97,Win,Favourite,210,206,0.5,-1,-4,59%,107,2,41%,103,-6
USA,NBA,20/21,2021/04/20,Portland Trail Blazers,Home,2.75,112,Los Angeles Clippers,1.49,113,Lose,NotFavourite,229,225,-1,0.49,-4,32%,111,1,68%,118,-5
USA,NBA,20/21,2021/04/20,Sacramento Kings,Home,1.64,120,Minnesota Timberwolves,2.35,134,Lose,Favourite,237,254,-1,1.35,17,63%,121,-1,37%,116,18
USA,NBA,20/21,2021/04/20,Atlanta Hawks,Home,1.12,112,Orlando Magic,6.89,96,Win,Favourite,217,208,0.12,-1,-9,77%,113,-1,23%,104,-8
USA,NBA,20/21,2021/04/21,Atlanta Hawks,Away,1.83,127,New York Knicks,2.04,137,Lose,Favourite,213,264,-1,1.04,51,49%,106,21,51%,107,30
USA,NBA,20/21,2021/04/21,Brooklyn Nets,Away,2.54,103,Toronto Raptors,1.56,114,Lose,NotFavourite,233,217,-1,0.56,-16,57%,118,-15,43%,115,-1
USA,NBA,20/21,2021/04/21,Chicago Bulls,Away,1.77,105,Cleveland Cavaliers,2.11,121,Lose,Favourite,217,226,-1,1.11,9,62%,111,-6,38%,106,15
USA,NBA,20/21,2021/04/21,Denver Nuggets,Away,1.81,106,Portland Trail Blazers,2.06,105,Win,Favourite,229,211,0.81,-1,-18,61%,117,-11,39%,112,-7
USA,NBA,20/21,2021/04/21,Detroit Pistons,Away,5.62,117,Dallas Mavericks,1.16,127,Lose,NotFavourite,216,244,-1,0.16,28,34%,105,12,66%,111,16
USA,NBA,20/21,2021/04/21,Golden State Warriors,Away,1.79,114,Washington Wizards,2.09,118,Lose,Favourite,235,232,-1,1.09,-3,55%,119,-5,45%,116,2
USA,NBA,20/21,2021/04/21,Memphis Grizzlies,Away,1.55,105,Los Angeles Clippers,2.54,117,Lose,Favourite,225,222,-1,1.54,-3,32%,109,-4,68%,116,1
USA,NBA,20/21,2021/04/21,Miami Heat,Away,1.83,107,San Antonio Spurs,2.04,87,Win,Favourite,213,194,0.83,-1,-19,50%,106,1,50%,107,-20
USA,NBA,20/21,2021/04/21,Minnesota Timberwolves,Away,2.26,125,Sacramento Kings,1.68,128,Lose,NotFavourite,237,253,-1,0.68,16,37%,116,9,63%,121,7
USA,NBA,20/21,2021/04/21,Oklahoma City Thunder,Away,4.11,116,Indiana Pacers,1.26,122,Lose,NotFavourite,224,238,-1,0.26,14,29%,108,8,71%,116,6
USA,NBA,20/21,2021/04/21,Phoenix Suns,Away,1.7,116,Philadelphia 76ers,2.24,113,Win,Favourite,220,229,0.7,-1,9,46%,109,7,54%,111,2
USA,NBA,20/21,2021/04/21,Utah Jazz,Away,1.15,112,Houston Rockets,5.97,89,Win,Favourite,226,201,0.15,-1,-25,85%,120,-8,15%,106,-17
USA,NBA,20/21,2021/04/21,New York Knicks,Home,2.04,137,Atlanta Hawks,1.83,127,Win,NotFavourite,213,264,1.04,-1,51,51%,107,30,49%,106,21
USA,NBA,20/21,2021/04/21,Toronto Raptors,Home,1.56,114,Brooklyn Nets,2.54,103,Win,Favourite,233,217,0.56,-1,-16,43%,115,-1,57%,118,-15
USA,NBA,20/21,2021/04/21,Cleveland Cavaliers,Home,2.11,121,Chicago Bulls,1.77,105,Win,NotFavourite,217,226,1.11,-1,9,38%,106,15,62%,111,-6
USA,NBA,20/21,2021/04/21,Portland Trail Blazers,Home,2.06,105,Denver Nuggets,1.81,106,Lose,NotFavourite,229,211,-1,0.81,-18,39%,112,-7,61%,117,-11
USA,NBA,20/21,2021/04/21,Dallas Mavericks,Home,1.16,127,Detroit Pistons,5.62,117,Win,Favourite,216,244,0.16,-1,28,66%,111,16,34%,105,12
USA,NBA,20/21,2021/04/21,Washington Wizards,Home,2.09,118,Golden State Warriors,1.79,114,Win,NotFavourite,235,232,1.09,-1,-3,45%,116,2,55%,119,-5
USA,NBA,20/21,2021/04/21,Los Angeles Clippers,Home,2.54,117,Memphis Grizzlies,1.55,105,Win,NotFavourite,225,222,1.54,-1,-3,68%,116,1,32%,109,-4
USA,NBA,20/21,2021/04/21,San Antonio Spurs,Home,2.04,87,Miami Heat,1.83,107,Lose,NotFavourite,213,194,-1,0.83,-19,50%,107,-20,50%,106,1
USA,NBA,20/21,2021/04/21,Sacramento Kings,Home,1.68,128,Minnesota Timberwolves,2.26,125,Win,Favourite,237,253,0.68,-1,16,63%,121,7,37%,116,9
USA,NBA,20/21,2021/04/21,Indiana Pacers,Home,1.26,122,Oklahoma City Thunder,4.11,116,Win,Favourite,224,238,0.26,-1,14,71%,116,6,29%,108,8
USA,NBA,20/21,2021/04/21,Philadelphia 76ers,Home,2.24,113,Phoenix Suns,1.7,116,Lose,NotFavourite,220,229,-1,0.7,9,54%,111,2,46%,109,7
USA,NBA,20/21,2021/04/21,Houston Rockets,Home,5.97,89,Utah Jazz,1.15,112,Lose,NotFavourite,226,201,-1,0.15,-25,15%,106,-17,85%,120,-8
USA,NBA,20/21,2021/04/22,Charlotte Hornets,Away,2.04,91,Chicago Bulls,1.83,108,Lose,NotFavourite,223,199,-1,0.83,-24,49%,111,-20,51%,112,-4
USA,NBA,20/21,2021/04/22,Detroit Pistons,Away,3.59,91,San Antonio Spurs,1.32,106,Lose,NotFavourite,218,197,-1,0.32,-21,40%,107,-16,60%,111,-5
USA,NBA,20/21,2021/04/22,Los Angeles Lakers,Away,2.31,110,Dallas Mavericks,1.66,115,Lose,NotFavourite,212,225,-1,0.66,13,53%,107,3,47%,105,10
USA,NBA,20/21,2021/04/22,New Orleans Pelicans,Away,1.21,135,Orlando Magic,4.77,100,Win,Favourite,222,235,0.21,-1,13,64%,114,21,36%,108,-8
USA,NBA,20/21,2021/04/22,Philadelphia 76ers,Away,3.18,117,Milwaukee Bucks,1.38,124,Lose,NotFavourite,229,241,-1,0.38,12,45%,113,4,55%,116,8
USA,NBA,20/21,2021/04/22,Phoenix Suns,Away,1.74,86,Boston Celtics,2.24,99,Lose,Favourite,220,185,-1,1.24,-35,54%,111,-25,46%,109,-10
USA,NBA,20/21,2021/04/22,Chicago Bulls,Home,1.83,108,Charlotte Hornets,2.04,91,Win,Favourite,223,199,0.83,-1,-24,51%,112,-4,49%,111,-20
USA,NBA,20/21,2021/04/22,San Antonio Spurs,Home,1.32,106,Detroit Pistons,3.59,91,Win,Favourite,218,197,0.32,-1,-21,60%,111,-5,40%,107,-16
USA,NBA,20/21,2021/04/22,Dallas Mavericks,Home,1.66,115,Los Angeles Lakers,2.31,110,Win,Favourite,212,225,0.66,-1,13,47%,105,10,53%,107,3
USA,NBA,20/21,2021/04/22,Orlando Magic,Home,4.77,100,New Orleans Pelicans,1.21,135,Lose,NotFavourite,222,235,-1,0.21,13,36%,108,-8,64%,114,21
USA,NBA,20/21,2021/04/22,Milwaukee Bucks,Home,1.38,124,Philadelphia 76ers,3.18,117,Win,Favourite,229,241,0.38,-1,12,55%,116,8,45%,113,4
USA,NBA,20/21,2021/04/22,Boston Celtics,Home,2.24,99,Phoenix Suns,1.74,86,Win,NotFavourite,220,185,1.24,-1,-35,46%,109,-10,54%,111,-25
USA,NBA,20/21,2021/04/23,Boston Celtics,Away,2.38,104,Brooklyn Nets,1.63,109,Lose,NotFavourite,233,213,-1,0.63,-20,44%,115,-11,56%,118,-9
USA,NBA,20/21,2021/04/23,Cleveland Cavaliers,Away,2.03,102,Charlotte Hornets,1.83,108,Lose,NotFavourite,211,210,-1,0.83,-1,28%,102,0,72%,109,-1
USA,NBA,20/21,2021/04/23,Denver Nuggets,Away,1.72,97,Golden State Warriors,2.19,118,Lose,Favourite,228,215,-1,1.19,-13,60%,116,-19,40%,112,6
USA,NBA,20/21,2021/04/23,Los Angeles Clippers,Away,1.21,109,Houston Rockets,4.77,104,Win,Favourite,221,213,0.21,-1,-8,83%,117,-8,17%,104,0
USA,NBA,20/21,2021/04/23,Memphis Grizzlies,Away,2.53,130,Portland Trail Blazers,1.56,128,Win,NotFavourite,230,258,1.53,-1,28,54%,116,14,46%,114,14
USA,NBA,20/21,2021/04/23,Miami Heat,Away,1.37,103,Atlanta Hawks,3.23,118,Lose,Favourite,218,221,-1,2.23,3,42%,107,-4,58%,111,7
USA,NBA,20/21,2021/04/23,Washington Wizards,Away,1.22,129,Oklahoma City Thunder,4.59,109,Win,Favourite,228,238,0.22,-1,10,58%,116,13,42%,112,-3
USA,NBA,20/21,2021/04/23,Brooklyn Nets,Home,1.63,109,Boston Celtics,2.38,104,Win,Favourite,233,213,0.63,-1,-20,56%,118,-9,44%,115,-11
USA,NBA,20/21,2021/04/23,Charlotte Hornets,Home,1.83,108,Cleveland Cavaliers,2.03,102,Win,Favourite,211,210,0.83,-1,-1,72%,109,-1,28%,102,0
USA,NBA,20/21,2021/04/23,Golden State Warriors,Home,2.19,118,Denver Nuggets,1.72,97,Win,NotFavourite,228,215,1.19,-1,-13,40%,112,6,60%,116,-19
USA,NBA,20/21,2021/04/23,Houston Rockets,Home,4.77,104,Los Angeles Clippers,1.21,109,Lose,NotFavourite,221,213,-1,0.21,-8,17%,104,0,83%,117,-8
USA,NBA,20/21,2021/04/23,Portland Trail Blazers,Home,1.56,128,Memphis Grizzlies,2.53,130,Lose,Favourite,230,258,-1,1.53,28,46%,114,14,54%,116,14
USA,NBA,20/21,2021/04/23,Atlanta Hawks,Home,3.23,118,Miami Heat,1.37,103,Win,NotFavourite,218,221,2.23,-1,3,58%,111,7,42%,107,-4
USA,NBA,20/21,2021/04/23,Oklahoma City Thunder,Home,4.59,109,Washington Wizards,1.22,129,Lose,NotFavourite,228,238,-1,0.22,10,42%,112,-3,58%,116,13
USA,NBA,20/21,2021/04/24,Chicago Bulls,Away,2.64,101,Miami Heat,1.52,106,Lose,NotFavourite,214,207,-1,0.52,-7,41%,105,-4,59%,109,-3
USA,NBA,20/21,2021/04/24,Detroit Pistons,Away,2.57,109,Indiana Pacers,1.54,115,Lose,NotFavourite,222,224,-1,0.54,2,40%,109,0,60%,113,2
USA,NBA,20/21,2021/04/24,Houston Rockets,Away,9.2,116,Denver Nuggets,1.08,129,Lose,NotFavourite,226,245,-1,0.08,19,17%,107,9,83%,119,10
USA,NBA,20/21,2021/04/24,Los Angeles Lakers,Away,2.09,93,Dallas Mavericks,1.79,108,Lose,NotFavourite,212,201,-1,0.79,-11,53%,107,-14,47%,105,3
USA,NBA,20/21,2021/04/24,Minnesota Timberwolves,Away,7.04,101,Utah Jazz,1.11,96,Win,NotFavourite,228,197,6.04,-1,-31,12%,106,-5,88%,122,-26
USA,NBA,20/21,2021/04/24,Philadelphia 76ers,Away,4.2,94,Milwaukee Bucks,1.26,132,Lose,NotFavourite,229,226,-1,0.26,-3,45%,113,-19,55%,116,16
USA,NBA,20/21,2021/04/24,San Antonio Spurs,Away,2.3,110,New Orleans Pelicans,1.66,108,Win,NotFavourite,230,218,1.3,-1,-12,47%,114,-4,53%,116,-8
USA,NBA,20/21,2021/04/24,Toronto Raptors,Away,1.89,103,New York Knicks,1.95,120,Lose,Favourite,211,223,-1,0.95,12,42%,104,-1,58%,107,13
USA,NBA,20/21,2021/04/24,Miami Heat,Home,1.52,106,Chicago Bulls,2.64,101,Win,Favourite,214,207,0.52,-1,-7,59%,109,-3,41%,105,-4
USA,NBA,20/21,2021/04/24,Indiana Pacers,Home,1.54,115,Detroit Pistons,2.57,109,Win,Favourite,222,224,0.54,-1,2,60%,113,2,40%,109,0
USA,NBA,20/21,2021/04/24,Denver Nuggets,Home,1.08,129,Houston Rockets,9.2,116,Win,Favourite,226,245,0.08,-1,19,83%,119,10,17%,107,9
USA,NBA,20/21,2021/04/24,Dallas Mavericks,Home,1.79,108,Los Angeles Lakers,2.09,93,Win,Favourite,212,201,0.79,-1,-11,47%,105,3,53%,107,-14
USA,NBA,20/21,2021/04/24,Utah Jazz,Home,1.11,96,Minnesota Timberwolves,7.04,101,Lose,Favourite,228,197,-1,6.04,-31,88%,122,-26,12%,106,-5
USA,NBA,20/21,2021/04/24,Milwaukee Bucks,Home,1.26,132,Philadelphia 76ers,4.2,94,Win,Favourite,229,226,0.26,-1,-3,55%,116,16,45%,113,-19
USA,NBA,20/21,2021/04/24,New Orleans Pelicans,Home,1.66,108,San Antonio Spurs,2.3,110,Lose,Favourite,230,218,-1,1.3,-12,53%,116,-8,47%,114,-4
USA,NBA,20/21,2021/04/24,New York Knicks,Home,1.95,120,Toronto Raptors,1.89,103,Win,NotFavourite,211,223,0.95,-1,12,58%,107,13,42%,104,-1
USA,NBA,20/21,2021/04/25,Boston Celtics,Away,1.29,104,Charlotte Hornets,3.77,125,Lose,Favourite,221,229,-1,2.77,8,56%,112,-8,44%,109,16
USA,NBA,20/21,2021/04/25,Cleveland Cavaliers,Away,3.39,110,Washington Wizards,1.34,119,Lose,NotFavourite,223,229,-1,0.34,6,36%,109,1,64%,114,5
USA,NBA,20/21,2021/04/25,Indiana Pacers,Away,1.44,131,Orlando Magic,2.92,112,Win,Favourite,220,243,0.44,-1,23,65%,113,18,35%,107,5
USA,NBA,20/21,2021/04/25,Memphis Grizzlies,Away,2.36,120,Portland Trail Blazers,1.63,113,Win,NotFavourite,230,233,1.36,-1,3,54%,116,4,46%,114,-1
USA,NBA,20/21,2021/04/25,Milwaukee Bucks,Away,1.45,104,Atlanta Hawks,2.88,111,Lose,Favourite,236,215,-1,1.88,-21,58%,120,-16,42%,116,-5
USA,NBA,20/21,2021/04/25,Phoenix Suns,Away,1.99,119,Brooklyn Nets,1.87,128,Lose,NotFavourite,231,247,-1,0.87,16,51%,116,3,49%,115,13
USA,NBA,20/21,2021/04/25,Sacramento Kings,Away,3.6,113,Golden State Warriors,1.31,117,Lose,NotFavourite,235,230,-1,0.31,-5,38%,115,-2,62%,120,-3
USA,NBA,20/21,2021/04/25,Charlotte Hornets,Home,3.77,125,Boston Celtics,1.29,104,Win,NotFavourite,221,229,2.77,-1,8,44%,109,16,56%,112,-8
USA,NBA,20/21,2021/04/25,Washington Wizards,Home,1.34,119,Cleveland Cavaliers,3.39,110,Win,Favourite,223,229,0.34,-1,6,64%,114,5,36%,109,1
USA,NBA,20/21,2021/04/25,Orlando Magic,Home,2.92,112,Indiana Pacers,1.44,131,Lose,NotFavourite,220,243,-1,0.44,23,35%,107,5,65%,113,18
USA,NBA,20/21,2021/04/25,Portland Trail Blazers,Home,1.63,113,Memphis Grizzlies,2.36,120,Lose,Favourite,230,233,-1,1.36,3,46%,114,-1,54%,116,4
USA,NBA,20/21,2021/04/25,Atlanta Hawks,Home,2.88,111,Milwaukee Bucks,1.45,104,Win,NotFavourite,236,215,1.88,-1,-21,42%,116,-5,58%,120,-16
USA,NBA,20/21,2021/04/25,Brooklyn Nets,Home,1.87,128,Phoenix Suns,1.99,119,Win,Favourite,231,247,0.87,-1,16,49%,115,13,51%,116,3
USA,NBA,20/21,2021/04/25,Golden State Warriors,Home,1.31,117,Sacramento Kings,3.6,113,Win,Favourite,235,230,0.31,-1,-5,62%,120,-3,38%,115,-2
USA,NBA,20/21,2021/04/26,Atlanta Hawks,Away,1.57,86,Detroit Pistons,2.5,100,Lose,Favourite,219,186,-1,1.5,-33,61%,112,-26,39%,107,-7
USA,NBA,20/21,2021/04/26,Chicago Bulls,Away,2.94,110,Miami Heat,1.44,102,Win,NotFavourite,214,212,1.94,-1,-2,40%,105,5,60%,109,-7
USA,NBA,20/21,2021/04/26,Cleveland Cavaliers,Away,6.26,96,Toronto Raptors,1.14,112,Lose,NotFavourite,216,208,-1,0.14,-8,28%,104,-8,72%,112,0
USA,NBA,20/21,2021/04/26,Dallas Mavericks,Away,1.39,106,Sacramento Kings,3.14,113,Lose,Favourite,231,219,-1,2.14,-12,62%,118,-12,38%,113,0
USA,NBA,20/21,2021/04/26,Los Angeles Clippers,Away,1.76,103,New Orleans Pelicans,2.11,120,Lose,Favourite,229,223,-1,1.11,-6,67%,118,-15,33%,111,9
USA,NBA,20/21,2021/04/26,Los Angeles Lakers,Away,1.14,114,Orlando Magic,6.23,103,Win,Favourite,208,217,0.14,-1,9,77%,109,5,23%,99,4
USA,NBA,20/21,2021/04/26,Memphis Grizzlies,Away,2.43,96,Denver Nuggets,1.6,120,Lose,NotFavourite,228,216,-1,0.6,-12,40%,112,-16,60%,116,4
